"LearningEventID","EmployeeID","CourseID","CompletionDate","LearningHours","CompletionStatus","CourseName","CourseCategory"
"L100944_2",100944,9,2024-06-21,8.1,"Completed","Sales Negotiation","Business"
"L106468_1",106468,1,2019-09-02,3.4,"Completed","Code of Conduct","Compliance"
"L106468_2",106468,12,2021-07-11,9.5,"Completed","Data Literacy","Technical"
"L106468_3",106468,2,2023-03-02,2.3,"Completed","Security Awareness","Compliance"
"L106468_4",106468,9,2024-05-12,6.3,"Completed","Sales Negotiation","Business"
"L108349_1",108349,9,2019-09-06,2.6,"Completed","Sales Negotiation","Business"
"L108349_2",108349,6,2020-10-13,5.7,"Completed","Power BI Foundations","Technical"
"L108349_3",108349,12,2021-04-27,0.9,"Completed","Data Literacy","Technical"
"L108349_4",108349,1,2025-12-27,8,"Completed","Code of Conduct","Compliance"
"L100102_1",100102,9,2021-04-06,6.4,"Completed","Sales Negotiation","Business"
"L100102_2",100102,5,2022-07-26,10.8,"Completed","Advanced Excel","Technical"
"L100102_3",100102,10,2024-03-14,7.5,"Completed","HR Compliance","Compliance"
"L109232_1",109232,4,2019-11-15,5.6,"Completed","Inclusive Leadership","Leadership"
"L107092_1",107092,4,2022-12-22,6.9,"Completed","Inclusive Leadership","Leadership"
"L107236_1",107236,10,2024-04-19,6.1,"Completed","HR Compliance","Compliance"
"L102122_1",102122,1,2019-12-01,10.4,"Completed","Code of Conduct","Compliance"
"L102122_2",102122,2,2021-06-24,11.3,"Completed","Security Awareness","Compliance"
"L102122_3",102122,11,2021-10-22,1.3,"Completed","Finance for Managers","Business"
"L102122_4",102122,4,2022-10-19,6.9,"Completed","Inclusive Leadership","Leadership"
"L107731_1",107731,12,2021-02-12,11.4,"Completed","Data Literacy","Technical"
"L107731_2",107731,10,2021-10-12,1.3,"Completed","HR Compliance","Compliance"
"L107731_3",107731,2,2021-11-18,9,"Completed","Security Awareness","Compliance"
"L107731_4",107731,6,2022-09-01,11.6,"Completed","Power BI Foundations","Technical"
"L107731_5",107731,5,2024-01-20,1.1,"Completed","Advanced Excel","Technical"
"L106241_1",106241,5,2022-08-25,6.3,"Completed","Advanced Excel","Technical"
"L106241_2",106241,3,2023-04-23,2.5,"Completed","Manager Essentials","Leadership"
"L106241_3",106241,12,2024-08-23,3.8,"Completed","Data Literacy","Technical"
"L103807_1",103807,12,2020-04-30,8.6,"Completed","Data Literacy","Technical"
"L103807_2",103807,7,2020-09-11,5.8,"Completed","Project Management Basics","Business"
"L103807_3",103807,10,2021-09-18,2.3,"Completed","HR Compliance","Compliance"
"L103807_4",103807,1,2022-03-12,4.5,"Completed","Code of Conduct","Compliance"
"L103807_5",103807,5,2022-07-22,6.9,"Completed","Advanced Excel","Technical"
"L100968_1",100968,10,2020-06-11,6,"Completed","HR Compliance","Compliance"
"L100968_2",100968,9,2022-06-07,6.8,"Completed","Sales Negotiation","Business"
"L100968_3",100968,2,2026-01-20,2,"Completed","Security Awareness","Compliance"
"L102581_1",102581,2,2020-05-26,5.5,"Completed","Security Awareness","Compliance"
"L102581_2",102581,9,2021-06-23,2.9,"Completed","Sales Negotiation","Business"
"L102581_3",102581,7,2022-04-07,8.3,"Completed","Project Management Basics","Business"
"L102581_4",102581,6,2022-07-10,11.5,"Completed","Power BI Foundations","Technical"
"L108335_1",108335,11,2021-01-31,3.1,"Completed","Finance for Managers","Business"
"L108335_2",108335,6,2025-07-10,11.1,"Completed","Power BI Foundations","Technical"
"L102927_1",102927,11,2020-02-13,5.6,"Completed","Finance for Managers","Business"
"L102927_2",102927,3,2020-07-09,11.9,"Completed","Manager Essentials","Leadership"
"L102927_3",102927,12,2024-09-17,5.6,"Completed","Data Literacy","Technical"
"L102927_4",102927,7,2025-07-30,9,"Completed","Project Management Basics","Business"
"L107290_1",107290,11,2021-08-08,10.4,"Completed","Finance for Managers","Business"
"L107290_2",107290,6,2022-04-04,6.8,"Completed","Power BI Foundations","Technical"
"L107290_3",107290,7,2022-07-09,2.6,"Completed","Project Management Basics","Business"
"L107290_4",107290,4,2022-12-09,11.7,"Completed","Inclusive Leadership","Leadership"
"L107290_5",107290,8,2024-08-31,7.1,"Completed","Customer Experience","Business"
"L107290_6",107290,12,2024-11-20,5.7,"Completed","Data Literacy","Technical"
"L107792_1",107792,11,2022-05-24,5.4,"Completed","Finance for Managers","Business"
"L107792_2",107792,1,2024-04-05,11.9,"Completed","Code of Conduct","Compliance"
"L103996_1",103996,6,2023-12-25,4.5,"Completed","Power BI Foundations","Technical"
"L108516_1",108516,1,2022-03-15,6,"Completed","Code of Conduct","Compliance"
"L108516_2",108516,9,2023-02-16,9.5,"Completed","Sales Negotiation","Business"
"L108516_3",108516,4,2023-05-10,8.3,"Completed","Inclusive Leadership","Leadership"
"L105678_1",105678,9,2020-08-20,3.4,"Completed","Sales Negotiation","Business"
"L105678_2",105678,4,2021-07-06,3.8,"Completed","Inclusive Leadership","Leadership"
"L101089_1",101089,3,2021-07-14,2.2,"Completed","Manager Essentials","Leadership"
"L101089_2",101089,4,2023-02-18,10.9,"Completed","Inclusive Leadership","Leadership"
"L101089_3",101089,5,2025-09-01,3.5,"Completed","Advanced Excel","Technical"
"L105091_1",105091,1,2021-01-12,11.9,"Completed","Code of Conduct","Compliance"
"L105091_2",105091,12,2023-02-01,2.2,"Completed","Data Literacy","Technical"
"L105091_3",105091,11,2023-05-03,1.3,"Completed","Finance for Managers","Business"
"L105091_4",105091,5,2025-12-15,11.4,"Completed","Advanced Excel","Technical"
"L103543_1",103543,6,2022-03-17,9.1,"Completed","Power BI Foundations","Technical"
"L106584_1",106584,7,2022-11-06,10,"Completed","Project Management Basics","Business"
"L106584_2",106584,6,2026-01-05,5.8,"Completed","Power BI Foundations","Technical"
"L103580_1",103580,9,2021-09-14,3.9,"Completed","Sales Negotiation","Business"
"L103580_2",103580,2,2022-07-23,7.4,"Completed","Security Awareness","Compliance"
"L103580_3",103580,11,2023-10-13,4.1,"Completed","Finance for Managers","Business"
"L103580_4",103580,4,2023-11-17,10.3,"Completed","Inclusive Leadership","Leadership"
"L103580_5",103580,12,2023-11-20,4.8,"Completed","Data Literacy","Technical"
"L103580_6",103580,1,2026-02-26,8.8,"Completed","Code of Conduct","Compliance"
"L106980_1",106980,2,2019-11-21,3.1,"Completed","Security Awareness","Compliance"
"L106980_2",106980,6,2020-02-02,1.1,"Completed","Power BI Foundations","Technical"
"L106980_3",106980,10,2021-03-08,9.7,"Completed","HR Compliance","Compliance"
"L106980_4",106980,12,2021-07-26,10.4,"Completed","Data Literacy","Technical"
"L106980_5",106980,5,2025-01-27,5.3,"Completed","Advanced Excel","Technical"
"L106013_1",106013,11,2019-12-09,8.6,"Completed","Finance for Managers","Business"
"L106013_2",106013,9,2022-03-15,0.9,"Completed","Sales Negotiation","Business"
"L108900_1",108900,5,2020-05-28,9.3,"Completed","Advanced Excel","Technical"
"L108900_2",108900,9,2022-08-25,10.9,"Completed","Sales Negotiation","Business"
"L108900_3",108900,3,2022-10-21,5.5,"Completed","Manager Essentials","Leadership"
"L108900_4",108900,7,2024-09-06,2.9,"Completed","Project Management Basics","Business"
"L108829_1",108829,7,2024-01-17,1.2,"Completed","Project Management Basics","Business"
"L108829_2",108829,3,2025-03-15,7,"Completed","Manager Essentials","Leadership"
"L108564_1",108564,8,2020-11-23,3.1,"Completed","Customer Experience","Business"
"L108564_2",108564,3,2022-03-03,10.2,"Completed","Manager Essentials","Leadership"
"L109629_1",109629,10,2022-01-18,7.7,"Completed","HR Compliance","Compliance"
"L109629_2",109629,11,2022-09-27,6.7,"Completed","Finance for Managers","Business"
"L106648_1",106648,8,2022-09-18,7.8,"Completed","Customer Experience","Business"
"L106648_2",106648,2,2023-10-26,1.5,"Completed","Security Awareness","Compliance"
"L106648_3",106648,7,2025-03-29,6.8,"Completed","Project Management Basics","Business"
"L106648_4",106648,4,2025-08-21,1,"Completed","Inclusive Leadership","Leadership"
"L102365_1",102365,11,2020-08-25,2.9,"Completed","Finance for Managers","Business"
"L102365_2",102365,5,2022-04-26,10.3,"Completed","Advanced Excel","Technical"
"L102365_3",102365,8,2023-01-15,9.3,"Completed","Customer Experience","Business"
"L102365_4",102365,9,2024-08-14,8.9,"Completed","Sales Negotiation","Business"
"L102365_5",102365,4,2024-12-07,2.8,"Completed","Inclusive Leadership","Leadership"
"L100841_1",100841,2,2022-09-28,11.2,"Completed","Security Awareness","Compliance"
"L100841_2",100841,1,2022-11-28,2.3,"Completed","Code of Conduct","Compliance"
"L100841_3",100841,9,2024-12-16,5.5,"Completed","Sales Negotiation","Business"
"L100841_4",100841,4,2025-03-21,11.1,"Completed","Inclusive Leadership","Leadership"
"L104403_1",104403,3,2023-07-15,5.9,"Completed","Manager Essentials","Leadership"
"L104403_2",104403,6,2024-07-06,2.4,"Completed","Power BI Foundations","Technical"
"L104403_3",104403,1,2025-07-28,5.8,"Completed","Code of Conduct","Compliance"
"L104403_4",104403,4,2026-02-12,2.4,"Completed","Inclusive Leadership","Leadership"
"L103916_1",103916,5,2020-04-24,1,"Completed","Advanced Excel","Technical"
"L103916_2",103916,11,2024-02-23,6.9,"Completed","Finance for Managers","Business"
"L103916_3",103916,2,2024-05-07,1.9,"Completed","Security Awareness","Compliance"
"L101423_1",101423,1,2023-12-12,10.7,"Completed","Code of Conduct","Compliance"
"L101423_2",101423,9,2024-06-19,2.5,"Completed","Sales Negotiation","Business"
"L101423_3",101423,5,2024-12-23,1.8,"Completed","Advanced Excel","Technical"
"L101423_4",101423,3,2026-01-29,8.2,"Completed","Manager Essentials","Leadership"
"L105098_1",105098,2,2022-10-08,6,"Completed","Security Awareness","Compliance"
"L105098_2",105098,11,2024-11-11,9.7,"Completed","Finance for Managers","Business"
"L100209_1",100209,3,2020-03-11,8.1,"Completed","Manager Essentials","Leadership"
"L100209_2",100209,6,2021-05-15,4.1,"Completed","Power BI Foundations","Technical"
"L100209_3",100209,4,2022-03-21,9.5,"Completed","Inclusive Leadership","Leadership"
"L100209_4",100209,5,2022-06-12,9.9,"Completed","Advanced Excel","Technical"
"L101789_1",101789,8,2020-04-03,8.3,"Completed","Customer Experience","Business"
"L101789_2",101789,4,2021-07-27,2,"Completed","Inclusive Leadership","Leadership"
"L101789_3",101789,2,2023-02-08,1.3,"Completed","Security Awareness","Compliance"
"L101786_1",101786,3,2023-11-30,3,"Completed","Manager Essentials","Leadership"
"L101786_2",101786,6,2025-06-04,11.9,"Completed","Power BI Foundations","Technical"
"L109851_1",109851,12,2024-02-29,3,"Completed","Data Literacy","Technical"
"L109851_2",109851,1,2025-08-14,4.9,"Completed","Code of Conduct","Compliance"
"L109903_1",109903,4,2021-05-17,7.5,"Completed","Inclusive Leadership","Leadership"
"L109903_2",109903,7,2024-01-30,1.7,"Completed","Project Management Basics","Business"
"L107409_1",107409,8,2022-01-30,11.4,"Completed","Customer Experience","Business"
"L107409_2",107409,2,2023-04-23,2.4,"Completed","Security Awareness","Compliance"
"L107409_3",107409,6,2023-11-28,2.7,"Completed","Power BI Foundations","Technical"
"L106279_1",106279,11,2021-05-11,9.2,"Completed","Finance for Managers","Business"
"L106279_2",106279,4,2022-11-05,6.5,"Completed","Inclusive Leadership","Leadership"
"L106279_3",106279,10,2023-12-14,5.5,"Completed","HR Compliance","Compliance"
"L106279_4",106279,6,2025-04-01,11.4,"Completed","Power BI Foundations","Technical"
"L100826_1",100826,5,2020-04-22,7.4,"Completed","Advanced Excel","Technical"
"L100826_2",100826,4,2021-06-30,6.6,"Completed","Inclusive Leadership","Leadership"
"L100826_3",100826,10,2024-09-13,11.4,"Completed","HR Compliance","Compliance"
"L103573_1",103573,3,2024-09-23,5.3,"Completed","Manager Essentials","Leadership"
"L109752_1",109752,3,2021-12-01,6.5,"Completed","Manager Essentials","Leadership"
"L109752_2",109752,1,2023-05-22,2.5,"Completed","Code of Conduct","Compliance"
"L109068_1",109068,6,2020-12-14,4.9,"Completed","Power BI Foundations","Technical"
"L109068_2",109068,7,2021-11-26,9,"Completed","Project Management Basics","Business"
"L109068_3",109068,12,2023-02-10,9.8,"Completed","Data Literacy","Technical"
"L109068_4",109068,8,2023-12-10,8.6,"Completed","Customer Experience","Business"
"L102301_1",102301,10,2020-12-04,6,"Completed","HR Compliance","Compliance"
"L102301_2",102301,2,2021-09-06,4.4,"Completed","Security Awareness","Compliance"
"L102301_3",102301,7,2021-10-06,11,"Completed","Project Management Basics","Business"
"L108788_1",108788,4,2020-06-07,3.7,"Completed","Inclusive Leadership","Leadership"
"L108788_2",108788,5,2021-02-04,2.3,"Completed","Advanced Excel","Technical"
"L108788_3",108788,3,2023-09-30,7.7,"Completed","Manager Essentials","Leadership"
"L108788_4",108788,8,2025-01-22,5.8,"Completed","Customer Experience","Business"
"L101552_1",101552,9,2021-10-03,7.3,"Completed","Sales Negotiation","Business"
"L107801_1",107801,6,2025-10-18,9.6,"Completed","Power BI Foundations","Technical"
"L101356_1",101356,9,2020-10-22,11,"Completed","Sales Negotiation","Business"
"L108617_1",108617,3,2021-01-22,10.2,"Completed","Manager Essentials","Leadership"
"L108617_2",108617,6,2022-12-12,11.7,"Completed","Power BI Foundations","Technical"
"L108617_3",108617,9,2023-05-21,9.6,"Completed","Sales Negotiation","Business"
"L108617_4",108617,12,2024-04-24,1.5,"Completed","Data Literacy","Technical"
"L102703_1",102703,10,2023-06-06,4.1,"Completed","HR Compliance","Compliance"
"L103907_1",103907,9,2020-05-08,8.2,"Completed","Sales Negotiation","Business"
"L103907_2",103907,4,2022-08-18,7.6,"Completed","Inclusive Leadership","Leadership"
"L103907_3",103907,12,2024-07-22,0.6,"Completed","Data Literacy","Technical"
"L102970_1",102970,6,2021-03-05,3.3,"Completed","Power BI Foundations","Technical"
"L104539_1",104539,4,2020-10-20,1.1,"Completed","Inclusive Leadership","Leadership"
"L104539_2",104539,5,2021-11-02,2,"Completed","Advanced Excel","Technical"
"L104539_3",104539,6,2021-11-03,9.5,"Completed","Power BI Foundations","Technical"
"L106266_1",106266,4,2022-12-14,8.1,"Completed","Inclusive Leadership","Leadership"
"L106266_2",106266,9,2024-07-08,7.7,"Completed","Sales Negotiation","Business"
"L106266_3",106266,12,2024-07-19,5.5,"Completed","Data Literacy","Technical"
"L106266_4",106266,2,2025-01-30,3,"Completed","Security Awareness","Compliance"
"L109754_1",109754,5,2024-01-27,2.9,"Completed","Advanced Excel","Technical"
"L102373_1",102373,11,2021-01-13,9,"Completed","Finance for Managers","Business"
"L102998_1",102998,8,2020-09-27,10.3,"Completed","Customer Experience","Business"
"L102998_2",102998,10,2021-07-26,9.4,"Completed","HR Compliance","Compliance"
"L102998_3",102998,12,2023-12-13,11.8,"Completed","Data Literacy","Technical"
"L102998_4",102998,1,2024-11-08,2,"Completed","Code of Conduct","Compliance"
"L102998_5",102998,11,2025-09-02,9.2,"Completed","Finance for Managers","Business"
"L102998_6",102998,4,2025-10-22,5.2,"Completed","Inclusive Leadership","Leadership"
"L100498_1",100498,8,2021-04-13,8.1,"Completed","Customer Experience","Business"
"L100498_2",100498,9,2021-09-18,0.7,"Completed","Sales Negotiation","Business"
"L100498_3",100498,5,2021-12-17,10.1,"Completed","Advanced Excel","Technical"
"L100498_4",100498,7,2022-01-03,8,"Completed","Project Management Basics","Business"
"L100498_5",100498,1,2023-01-05,9.9,"Completed","Code of Conduct","Compliance"
"L100498_6",100498,4,2024-05-11,6.1,"Completed","Inclusive Leadership","Leadership"
"L108560_1",108560,7,2022-09-07,2,"Completed","Project Management Basics","Business"
"L108560_2",108560,12,2024-09-14,11.2,"Completed","Data Literacy","Technical"
"L108560_3",108560,8,2025-04-28,11.6,"Completed","Customer Experience","Business"
"L108560_4",108560,9,2025-06-19,4.2,"Completed","Sales Negotiation","Business"
"L108560_5",108560,1,2026-02-08,0.6,"Completed","Code of Conduct","Compliance"
"L106340_1",106340,4,2021-12-04,3.6,"Completed","Inclusive Leadership","Leadership"
"L101766_1",101766,7,2020-09-29,9.3,"Completed","Project Management Basics","Business"
"L101766_2",101766,1,2020-11-03,10.5,"Completed","Code of Conduct","Compliance"
"L101766_3",101766,6,2021-09-25,3.4,"Completed","Power BI Foundations","Technical"
"L101766_4",101766,5,2022-02-06,3.3,"Completed","Advanced Excel","Technical"
"L101766_5",101766,3,2023-03-19,8.3,"Completed","Manager Essentials","Leadership"
"L106289_1",106289,3,2022-08-04,4.3,"Completed","Manager Essentials","Leadership"
"L104628_1",104628,4,2025-04-20,11.8,"Completed","Inclusive Leadership","Leadership"
"L105601_1",105601,7,2020-11-07,9.2,"Completed","Project Management Basics","Business"
"L105601_2",105601,12,2022-10-12,7.2,"Completed","Data Literacy","Technical"
"L109737_1",109737,12,2020-08-30,1.2,"Completed","Data Literacy","Technical"
"L109737_2",109737,9,2023-09-26,0.7,"Completed","Sales Negotiation","Business"
"L109737_3",109737,3,2025-03-15,2.1,"Completed","Manager Essentials","Leadership"
"L109759_1",109759,7,2021-07-11,11.5,"Completed","Project Management Basics","Business"
"L109759_2",109759,9,2023-05-16,7.5,"Completed","Sales Negotiation","Business"
"L109759_3",109759,12,2026-02-03,10.3,"Completed","Data Literacy","Technical"
"L104809_1",104809,3,2024-02-23,6.4,"Completed","Manager Essentials","Leadership"
"L104809_2",104809,6,2025-06-15,10.9,"Completed","Power BI Foundations","Technical"
"L103421_1",103421,8,2022-10-01,11.5,"Completed","Customer Experience","Business"
"L103421_2",103421,2,2022-11-24,3.9,"Completed","Security Awareness","Compliance"
"L103421_3",103421,10,2023-08-27,9.6,"Completed","HR Compliance","Compliance"
"L103896_1",103896,4,2021-12-22,7.6,"Completed","Inclusive Leadership","Leadership"
"L103896_2",103896,5,2022-04-15,3.6,"Completed","Advanced Excel","Technical"
"L103896_3",103896,9,2024-03-01,11.6,"Completed","Sales Negotiation","Business"
"L105235_1",105235,2,2023-01-26,8.3,"Completed","Security Awareness","Compliance"
"L103700_1",103700,5,2022-01-31,10.9,"Completed","Advanced Excel","Technical"
"L103700_2",103700,8,2022-06-02,4.4,"Completed","Customer Experience","Business"
"L100434_1",100434,5,2021-12-05,8.2,"Completed","Advanced Excel","Technical"
"L100434_2",100434,8,2022-02-17,7.9,"Completed","Customer Experience","Business"
"L100434_3",100434,10,2022-02-21,2.5,"Completed","HR Compliance","Compliance"
"L100434_4",100434,11,2022-05-13,8.6,"Completed","Finance for Managers","Business"
"L100434_5",100434,2,2023-01-18,8.5,"Completed","Security Awareness","Compliance"
"L100434_6",100434,9,2025-02-24,0.5,"Completed","Sales Negotiation","Business"
"L104957_1",104957,9,2024-06-28,10.8,"Completed","Sales Negotiation","Business"
"L108530_1",108530,5,2021-01-12,3.1,"Completed","Advanced Excel","Technical"
"L108530_2",108530,4,2021-07-15,10.3,"Completed","Inclusive Leadership","Leadership"
"L108530_3",108530,7,2021-10-02,5.6,"Completed","Project Management Basics","Business"
"L108530_4",108530,12,2022-07-04,4.7,"Completed","Data Literacy","Technical"
"L108530_5",108530,8,2025-05-20,10.8,"Completed","Customer Experience","Business"
"L108530_6",108530,1,2025-10-03,11.2,"Completed","Code of Conduct","Compliance"
"L107782_1",107782,5,2023-11-03,9.3,"Completed","Advanced Excel","Technical"
"L107782_2",107782,2,2023-11-20,9.9,"Completed","Security Awareness","Compliance"
"L107782_3",107782,1,2024-06-04,5.8,"Completed","Code of Conduct","Compliance"
"L107782_4",107782,8,2024-06-15,5.5,"Completed","Customer Experience","Business"
"L107782_5",107782,4,2024-08-09,10,"Completed","Inclusive Leadership","Leadership"
"L107782_6",107782,6,2025-06-10,2.9,"Completed","Power BI Foundations","Technical"
"L107423_1",107423,10,2021-01-15,9.4,"Completed","HR Compliance","Compliance"
"L101308_1",101308,2,2020-12-17,3.1,"Completed","Security Awareness","Compliance"
"L101308_2",101308,8,2021-01-07,1.8,"Completed","Customer Experience","Business"
"L101308_3",101308,1,2023-07-27,10.5,"Completed","Code of Conduct","Compliance"
"L103649_1",103649,11,2023-10-27,12,"Completed","Finance for Managers","Business"
"L103649_2",103649,2,2026-01-31,9,"Completed","Security Awareness","Compliance"
"L101372_1",101372,11,2021-02-07,8.6,"Completed","Finance for Managers","Business"
"L101372_2",101372,7,2021-04-12,2.6,"Completed","Project Management Basics","Business"
"L101372_3",101372,5,2023-05-23,4.2,"Completed","Advanced Excel","Technical"
"L101372_4",101372,12,2026-01-05,3.3,"Completed","Data Literacy","Technical"
"L100593_1",100593,8,2020-12-08,1.2,"Completed","Customer Experience","Business"
"L100593_2",100593,3,2021-03-26,5.5,"Completed","Manager Essentials","Leadership"
"L100593_3",100593,11,2023-08-15,7.3,"Completed","Finance for Managers","Business"
"L101016_1",101016,2,2021-02-04,1.1,"Completed","Security Awareness","Compliance"
"L101016_2",101016,3,2021-02-19,4.6,"Completed","Manager Essentials","Leadership"
"L101016_3",101016,5,2024-06-25,11.2,"Completed","Advanced Excel","Technical"
"L101016_4",101016,6,2024-12-09,10.6,"Completed","Power BI Foundations","Technical"
"L101016_5",101016,4,2026-02-17,7.4,"Completed","Inclusive Leadership","Leadership"
"L104337_1",104337,3,2021-11-11,7,"Completed","Manager Essentials","Leadership"
"L104337_2",104337,9,2022-07-07,11.6,"Completed","Sales Negotiation","Business"
"L104337_3",104337,6,2024-04-02,5.4,"Completed","Power BI Foundations","Technical"
"L104337_4",104337,4,2025-10-25,11.1,"Completed","Inclusive Leadership","Leadership"
"L100132_1",100132,12,2021-12-19,8.9,"Completed","Data Literacy","Technical"
"L100132_2",100132,7,2022-01-04,6.4,"Completed","Project Management Basics","Business"
"L100132_3",100132,4,2023-07-27,10,"Completed","Inclusive Leadership","Leadership"
"L100132_4",100132,5,2024-02-21,6.8,"Completed","Advanced Excel","Technical"
"L100132_5",100132,2,2024-12-16,6.9,"Completed","Security Awareness","Compliance"
"L100132_6",100132,3,2026-01-14,3.4,"Completed","Manager Essentials","Leadership"
"L106699_1",106699,1,2023-09-03,1,"Completed","Code of Conduct","Compliance"
"L106699_2",106699,3,2023-11-16,7.3,"Completed","Manager Essentials","Leadership"
"L106699_3",106699,2,2024-09-11,6.6,"Completed","Security Awareness","Compliance"
"L106699_4",106699,5,2026-02-01,2.7,"Completed","Advanced Excel","Technical"
"L109852_1",109852,5,2023-03-07,12,"Completed","Advanced Excel","Technical"
"L109852_2",109852,9,2023-11-14,12,"Completed","Sales Negotiation","Business"
"L109619_1",109619,8,2022-10-20,9,"Completed","Customer Experience","Business"
"L109619_2",109619,2,2023-06-20,9.4,"Completed","Security Awareness","Compliance"
"L109619_3",109619,7,2025-12-04,7.5,"Completed","Project Management Basics","Business"
"L109619_4",109619,10,2026-01-21,9.3,"Completed","HR Compliance","Compliance"
"L102817_1",102817,4,2022-03-22,2.6,"Completed","Inclusive Leadership","Leadership"
"L102817_2",102817,5,2022-06-06,1.3,"Completed","Advanced Excel","Technical"
"L102817_3",102817,6,2022-08-10,7.9,"Completed","Power BI Foundations","Technical"
"L102817_4",102817,1,2025-01-30,10.1,"Completed","Code of Conduct","Compliance"
"L102817_5",102817,8,2025-06-12,3.5,"Completed","Customer Experience","Business"
"L105129_1",105129,10,2024-10-05,9.8,"Completed","HR Compliance","Compliance"
"L105129_2",105129,12,2025-11-09,3.3,"Completed","Data Literacy","Technical"
"L105247_1",105247,5,2021-03-23,4.6,"Completed","Advanced Excel","Technical"
"L105247_2",105247,10,2025-07-14,10.6,"Completed","HR Compliance","Compliance"
"L107276_1",107276,10,2021-06-02,4.6,"Completed","HR Compliance","Compliance"
"L107276_2",107276,11,2024-06-20,6.7,"Completed","Finance for Managers","Business"
"L103592_1",103592,8,2022-11-29,10.8,"Completed","Customer Experience","Business"
"L103592_2",103592,6,2024-12-10,4.3,"Completed","Power BI Foundations","Technical"
"L100569_1",100569,2,2021-02-17,9.7,"Completed","Security Awareness","Compliance"
"L100569_2",100569,10,2025-03-25,6.2,"Completed","HR Compliance","Compliance"
"L104662_1",104662,6,2023-07-31,9.7,"Completed","Power BI Foundations","Technical"
"L104662_2",104662,4,2025-06-12,6.4,"Completed","Inclusive Leadership","Leadership"
"L107565_1",107565,4,2021-05-16,8.2,"Completed","Inclusive Leadership","Leadership"
"L107565_2",107565,3,2022-10-26,11.1,"Completed","Manager Essentials","Leadership"
"L107565_3",107565,1,2025-07-28,9.5,"Completed","Code of Conduct","Compliance"
"L104677_1",104677,3,2022-05-17,4.9,"Completed","Manager Essentials","Leadership"
"L104677_2",104677,9,2023-08-13,10,"Completed","Sales Negotiation","Business"
"L104677_3",104677,7,2024-10-14,2.4,"Completed","Project Management Basics","Business"
"L104677_4",104677,12,2026-01-09,5.8,"Completed","Data Literacy","Technical"
"L109816_1",109816,5,2020-12-25,1.2,"Completed","Advanced Excel","Technical"
"L109816_2",109816,7,2024-05-30,10.3,"Completed","Project Management Basics","Business"
"L103521_1",103521,4,2021-03-08,10.7,"Completed","Inclusive Leadership","Leadership"
"L103521_2",103521,11,2021-10-12,7.8,"Completed","Finance for Managers","Business"
"L103521_3",103521,8,2023-02-06,5.1,"Completed","Customer Experience","Business"
"L103521_4",103521,10,2024-02-19,0.9,"Completed","HR Compliance","Compliance"
"L103521_5",103521,1,2024-09-13,5.8,"Completed","Code of Conduct","Compliance"
"L108612_1",108612,11,2025-04-26,10.5,"Completed","Finance for Managers","Business"
"L105172_1",105172,10,2021-09-08,7.7,"Completed","HR Compliance","Compliance"
"L105172_2",105172,8,2023-10-29,8.7,"Completed","Customer Experience","Business"
"L107282_1",107282,1,2021-06-29,4.7,"Completed","Code of Conduct","Compliance"
"L107282_2",107282,7,2022-01-10,11.2,"Completed","Project Management Basics","Business"
"L107282_3",107282,8,2022-02-03,5.1,"Completed","Customer Experience","Business"
"L107282_4",107282,5,2024-07-27,7.9,"Completed","Advanced Excel","Technical"
"L107282_5",107282,3,2025-05-15,8.4,"Completed","Manager Essentials","Leadership"
"L107282_6",107282,2,2025-06-19,8.8,"Completed","Security Awareness","Compliance"
"L108226_1",108226,2,2021-05-11,5.3,"Completed","Security Awareness","Compliance"
"L108226_2",108226,5,2023-08-27,10.4,"Completed","Advanced Excel","Technical"
"L108226_3",108226,7,2024-04-30,0.8,"Completed","Project Management Basics","Business"
"L105901_1",105901,5,2024-10-15,2.9,"Completed","Advanced Excel","Technical"
"L105901_2",105901,10,2025-09-13,2.7,"Completed","HR Compliance","Compliance"
"L107768_1",107768,11,2021-06-16,2.4,"Completed","Finance for Managers","Business"
"L107768_2",107768,6,2022-02-04,7.4,"Completed","Power BI Foundations","Technical"
"L107768_3",107768,1,2024-09-10,7.6,"Completed","Code of Conduct","Compliance"
"L107768_4",107768,12,2025-01-02,3.9,"Completed","Data Literacy","Technical"
"L104062_1",104062,6,2021-04-23,3.2,"Completed","Power BI Foundations","Technical"
"L104062_2",104062,10,2023-03-09,9.5,"Completed","HR Compliance","Compliance"
"L104062_3",104062,11,2023-10-02,6.5,"Completed","Finance for Managers","Business"
"L104062_4",104062,7,2025-10-20,5.3,"Completed","Project Management Basics","Business"
"L105792_1",105792,11,2021-08-31,11.4,"Completed","Finance for Managers","Business"
"L105792_2",105792,2,2022-04-02,8.8,"Completed","Security Awareness","Compliance"
"L105792_3",105792,4,2024-01-31,1.4,"Completed","Inclusive Leadership","Leadership"
"L106931_1",106931,1,2024-05-20,5.7,"Completed","Code of Conduct","Compliance"
"L106931_2",106931,6,2024-11-29,7.9,"Completed","Power BI Foundations","Technical"
"L106931_3",106931,9,2025-09-30,8.3,"Completed","Sales Negotiation","Business"
"L106931_4",106931,11,2025-11-06,5,"Completed","Finance for Managers","Business"
"L109081_1",109081,10,2024-11-20,4,"Completed","HR Compliance","Compliance"
"L109081_2",109081,8,2025-05-16,11.7,"Completed","Customer Experience","Business"
"L109081_3",109081,7,2025-12-08,1.5,"Completed","Project Management Basics","Business"
