"SurveyResponseID","EmployeeID","SurveyDate","EngagementScore","ManagerEffectivenessScore","InclusionScore","IntentToStayScore","SurveyParticipationFlag"
"S202509_101695",101695,2025-09-30,3.1,5,3.8,2.2,"Yes"
"S202509_105487",105487,2025-09-30,3.4,3.6,3.5,2.5,"Yes"
"S202509_101704",101704,2025-09-30,4.7,4.1,3.9,4,"Yes"
"S202509_100117",100117,2025-09-30,4,3.6,2.8,3.3,"Yes"
"S202509_104444",104444,2025-09-30,4.6,3.4,4.4,4.2,"Yes"
"S202509_104656",104656,2025-09-30,2.6,3.1,3.4,3.8,"Yes"
"S202509_104233",104233,2025-09-30,3.2,4.6,3,4.1,"Yes"
"S202509_104537",104537,2025-09-30,4.2,4.3,5,4.1,"Yes"
"S202509_103062",103062,2025-09-30,4.2,2.6,4.9,3.8,"Yes"
"S202509_106679",106679,2025-09-30,3.3,3.8,4,3.7,"Yes"
"S202509_102913",102913,2025-09-30,3.9,4.1,4.4,3.9,"Yes"
"S202509_109138",109138,2025-09-30,3.6,4.7,3.9,3.7,"Yes"
"S202509_103219",103219,2025-09-30,3.6,4.6,5,3.3,"Yes"
"S202509_105566",105566,2025-09-30,3.7,3.8,4,2.6,"Yes"
"S202509_109323",109323,2025-09-30,4.2,2.7,3.4,3.6,"Yes"
"S202509_102958",102958,2025-09-30,3.3,3.1,3,2.3,"Yes"
"S202509_109871",109871,2025-09-30,3.3,4.1,4.1,4.5,"Yes"
"S202509_101858",101858,2025-09-30,3,4.9,3.6,3.5,"Yes"
"S202509_103974",103974,2025-09-30,3.2,2.3,4,3.5,"Yes"
"S202509_104930",104930,2025-09-30,4.3,3,3.4,3.7,"Yes"
"S202509_100298",100298,2025-09-30,3.2,4,3.5,2.7,"Yes"
"S202509_105301",105301,2025-09-30,3.2,4.5,3.8,3.8,"Yes"
"S202509_102996",102996,2025-09-30,4.1,3.7,3.9,3.8,"Yes"
"S202509_109004",109004,2025-09-30,4.6,4.3,3.2,3.3,"Yes"
"S202509_108179",108179,2025-09-30,4.1,4,3.9,4.6,"Yes"
"S202509_100440",100440,2025-09-30,4.2,3.4,4,4.5,"Yes"
"S202509_108429",108429,2025-09-30,3.9,3.3,3.8,4.3,"Yes"
"S202509_105334",105334,2025-09-30,3.1,4.9,3.6,4.7,"Yes"
"S202509_105998",105998,2025-09-30,3.2,4.7,4.3,4.4,"Yes"
"S202509_107657",107657,2025-09-30,5,2.7,4,2.3,"Yes"
"S202509_103740",103740,2025-09-30,4.5,4,4.7,4.3,"Yes"
"S202509_103203",103203,2025-09-30,2.9,3.4,4,3.1,"Yes"
"S202509_108470",108470,2025-09-30,4.3,4.5,4.5,3.7,"Yes"
"S202509_100915",100915,2025-09-30,3.3,4.3,4,4,"Yes"
"S202509_107888",107888,2025-09-30,4.9,3.8,4.7,4.5,"Yes"
"S202509_106332",106332,2025-09-30,4.1,4,2.7,3.5,"Yes"
"S202509_109045",109045,2025-09-30,4,5,4.1,4.5,"Yes"
"S202509_107961",107961,2025-09-30,5,2.6,3.2,4.2,"Yes"
"S202509_102009",102009,2025-09-30,3.9,3.4,4.5,3.5,"Yes"
"S202509_107816",107816,2025-09-30,4.7,3.6,4.5,3.4,"Yes"
"S202509_106839",106839,2025-09-30,4,4.9,3.1,3,"Yes"
"S202509_106451",106451,2025-09-30,3.6,4.2,4.1,4,"Yes"
"S202509_100142",100142,2025-09-30,4,4.2,3.4,3.2,"Yes"
"S202509_104105",104105,2025-09-30,3.6,3.4,3.3,4.7,"Yes"
"S202509_105208",105208,2025-09-30,2.9,4.8,3,3.4,"Yes"
"S202509_105934",105934,2025-09-30,3.9,3.5,4.8,2.6,"Yes"
"S202509_103058",103058,2025-09-30,3.3,4.3,4,3.5,"Yes"
"S202509_109839",109839,2025-09-30,4,3.2,3.3,4.1,"Yes"
"S202509_102500",102500,2025-09-30,3.6,3.8,4.1,4.8,"Yes"
"S202509_109996",109996,2025-09-30,4.9,5,3.6,2.8,"Yes"
"S202509_108998",108998,2025-09-30,4.2,2.8,4.1,4.6,"Yes"
"S202509_105567",105567,2025-09-30,3.8,3.1,4.5,3.7,"Yes"
"S202509_109902",109902,2025-09-30,4.4,4.2,4,2.9,"Yes"
"S202509_104570",104570,2025-09-30,3.5,3.3,3.3,4.7,"Yes"
"S202509_101039",101039,2025-09-30,4.2,4.5,4.2,5,"Yes"
"S202509_102389",102389,2025-09-30,3.4,3.2,4.5,3.9,"Yes"
"S202509_102679",102679,2025-09-30,4,3.8,3.6,3.3,"Yes"
"S202509_103683",103683,2025-09-30,3.4,4.5,4.1,3.5,"Yes"
"S202509_106275",106275,2025-09-30,2.7,3.3,4,4.1,"Yes"
"S202509_102231",102231,2025-09-30,4.8,3.3,4.7,4.3,"Yes"
"S202509_107270",107270,2025-09-30,3.4,4,4.5,3.4,"Yes"
"S202509_101609",101609,2025-09-30,3.9,4.5,3.5,2.7,"Yes"
"S202509_105029",105029,2025-09-30,3.7,4,4.1,2.9,"Yes"
"S202509_101328",101328,2025-09-30,3.6,4.6,4.2,4,"Yes"
"S202509_102376",102376,2025-09-30,4.1,3.8,4.3,3.7,"Yes"
"S202509_109187",109187,2025-09-30,3.8,3.9,4.6,2.5,"Yes"
"S202509_107146",107146,2025-09-30,3.6,4.2,3.2,3.5,"Yes"
"S202509_108246",108246,2025-09-30,4.4,3.7,4.4,3.1,"Yes"
"S202509_107703",107703,2025-09-30,3.9,3.9,3.7,4.6,"Yes"
"S202509_105777",105777,2025-09-30,4.8,3.5,3.9,4.1,"Yes"
"S202509_100270",100270,2025-09-30,4,3,4.1,4.1,"Yes"
"S202509_108211",108211,2025-09-30,4.5,4.6,3.6,4,"Yes"
"S202509_109519",109519,2025-09-30,4,4.4,3.1,3.4,"Yes"
"S202509_109467",109467,2025-09-30,3.7,4.9,4.2,4,"Yes"
"S202509_105827",105827,2025-09-30,4.2,3.9,4.4,3.4,"Yes"
"S202509_104877",104877,2025-09-30,3.7,4.1,3.9,3.6,"Yes"
"S202509_107899",107899,2025-09-30,4.7,3.7,4.3,3,"Yes"
"S202509_103306",103306,2025-09-30,2.3,4.6,3.7,3.2,"Yes"
"S202509_105021",105021,2025-09-30,3.8,4.2,4.1,3.4,"Yes"
"S202509_100493",100493,2025-09-30,4.2,4.4,4.4,3.6,"Yes"
"S202509_105264",105264,2025-09-30,3,4.8,3.7,2.6,"Yes"
"S202509_105928",105928,2025-09-30,2.5,4.2,3.2,2.6,"Yes"
"S202509_103275",103275,2025-09-30,4.2,4.8,4,5,"Yes"
"S202509_108026",108026,2025-09-30,3.4,4.5,3.8,4.7,"Yes"
"S202509_103129",103129,2025-09-30,3.7,3.7,3.4,4.3,"Yes"
"S202509_104836",104836,2025-09-30,3.5,3.7,3.4,3.7,"Yes"
"S202509_107412",107412,2025-09-30,3,4.1,4.4,4,"Yes"
"S202509_105065",105065,2025-09-30,4.1,3.4,4.1,4.3,"Yes"
"S202509_107172",107172,2025-09-30,5,3.8,3.6,3.1,"Yes"
"S202509_102902",102902,2025-09-30,3.4,3.1,3.7,3.5,"Yes"
"S202509_108812",108812,2025-09-30,5,3.7,5,2.8,"Yes"
"S202509_104622",104622,2025-09-30,2.5,4.4,3.5,3.2,"Yes"
"S202509_106761",106761,2025-09-30,4.8,4.7,4.2,3.7,"Yes"
"S202509_109454",109454,2025-09-30,3.7,4,3.5,3.5,"Yes"
"S202509_108307",108307,2025-09-30,3.7,4.1,4.1,4,"Yes"
"S202509_102952",102952,2025-09-30,4.4,4.9,3.2,1.6,"Yes"
"S202509_100061",100061,2025-09-30,4.2,3.5,3.6,3.5,"Yes"
"S202509_108590",108590,2025-09-30,3.4,3.7,3.6,3.5,"Yes"
"S202509_100162",100162,2025-09-30,4.7,4.5,4.3,3.5,"Yes"
"S202509_101696",101696,2025-09-30,3.2,3,3.3,2.9,"Yes"
"S202509_103168",103168,2025-09-30,3.7,3.9,4,5,"Yes"
"S202509_103220",103220,2025-09-30,3.2,4.1,3.9,4.2,"Yes"
"S202509_106589",106589,2025-09-30,4,4.8,4.1,3.7,"Yes"
"S202509_103969",103969,2025-09-30,4.4,4.6,3.5,4.4,"Yes"
"S202509_106510",106510,2025-09-30,2.9,4,3.7,3.7,"Yes"
"S202509_109048",109048,2025-09-30,3.7,3.4,4.9,2.5,"Yes"
"S202509_104945",104945,2025-09-30,3,5,3.3,3.1,"Yes"
"S202509_104311",104311,2025-09-30,3.7,4.4,4.2,3.4,"Yes"
"S202509_108483",108483,2025-09-30,3.7,4.3,4.5,3.4,"Yes"
"S202509_102675",102675,2025-09-30,3.8,4.7,3.6,2.4,"Yes"
"S202509_108472",108472,2025-09-30,4.2,3.8,4,2.6,"Yes"
"S202509_105906",105906,2025-09-30,3.5,3.9,4.8,4.2,"Yes"
"S202509_103811",103811,2025-09-30,3.5,4,4.9,4.4,"Yes"
"S202509_109894",109894,2025-09-30,4.7,2.8,4.5,4.6,"Yes"
"S202509_104884",104884,2025-09-30,2.6,4.3,3.6,3.3,"Yes"
"S202509_102645",102645,2025-09-30,2.9,4.6,4.7,4.5,"Yes"
"S202509_100524",100524,2025-09-30,3.2,3.8,4,2.2,"Yes"
"S202509_101782",101782,2025-09-30,3.9,3.8,4.1,5,"Yes"
"S202509_101230",101230,2025-09-30,3,3.5,4.5,4.7,"Yes"
"S202509_108634",108634,2025-09-30,5,3.8,4,4.4,"Yes"
"S202509_100627",100627,2025-09-30,4.5,2.3,3.6,4.3,"Yes"
"S202509_102170",102170,2025-09-30,3.1,3.7,3.9,4,"Yes"
"S202509_109406",109406,2025-09-30,3.2,4.4,4.6,1.8,"Yes"
"S202509_100160",100160,2025-09-30,4,4.2,3.4,2.6,"Yes"
"S202509_101128",101128,2025-09-30,4.1,3.6,4.3,3.8,"Yes"
"S202509_105237",105237,2025-09-30,3.9,4,3.2,2.9,"Yes"
"S202509_104870",104870,2025-09-30,3.8,4.3,3.8,3.7,"Yes"
"S202509_102914",102914,2025-09-30,3.7,4.6,3.3,2,"Yes"
"S202509_105748",105748,2025-09-30,4,3.5,3.9,3.1,"Yes"
"S202509_102563",102563,2025-09-30,2.7,4.7,4.8,2.1,"Yes"
"S202509_105655",105655,2025-09-30,4,4.8,4.1,3.9,"Yes"
"S202509_102258",102258,2025-09-30,3.8,3.1,3.2,3.8,"Yes"
"S202509_104614",104614,2025-09-30,2.4,4.2,3.9,4.2,"Yes"
"S202509_105838",105838,2025-09-30,4.3,3.4,4.3,4.2,"Yes"
"S202509_106694",106694,2025-09-30,4.3,4.2,3.3,3.9,"Yes"
"S202509_109371",109371,2025-09-30,5,4,3.9,1.5,"Yes"
"S202509_101032",101032,2025-09-30,3.3,4,3.6,3.4,"Yes"
"S202509_109136",109136,2025-09-30,4,3.7,3,2.6,"Yes"
"S202509_103359",103359,2025-09-30,5,3.8,3.4,2.9,"Yes"
"S202509_109620",109620,2025-09-30,4.1,3.7,4.1,3.9,"Yes"
"S202509_107388",107388,2025-09-30,4.8,2.4,3.8,3.8,"Yes"
"S202509_104468",104468,2025-09-30,3.7,3.2,4.3,3.8,"Yes"
"S202509_101015",101015,2025-09-30,3.2,4.2,3,4.2,"Yes"
"S202509_102442",102442,2025-09-30,3.4,4.1,3.9,4,"Yes"
"S202509_108170",108170,2025-09-30,3.5,3.2,4.6,4.7,"Yes"
"S202509_107421",107421,2025-09-30,2.6,2.8,3.5,4.4,"Yes"
"S202509_100547",100547,2025-09-30,4.8,3.6,4.6,4.2,"Yes"
"S202509_100459",100459,2025-09-30,4.8,3.3,3.5,4.1,"Yes"
"S202509_103651",103651,2025-09-30,3.7,3.8,3.4,2.3,"Yes"
"S202509_107274",107274,2025-09-30,3.8,4.3,4.2,2.9,"Yes"
"S202509_109466",109466,2025-09-30,3.4,3.5,4.7,2.1,"Yes"
"S202509_107178",107178,2025-09-30,3.8,3.6,3.9,2.4,"Yes"
"S202509_103056",103056,2025-09-30,2.4,3.9,3,4.1,"Yes"
"S202509_103041",103041,2025-09-30,4.2,3.7,3,3.9,"Yes"
"S202509_103455",103455,2025-09-30,4.8,3.3,3.9,5,"Yes"
"S202509_102936",102936,2025-09-30,4.5,4.1,4.3,4.6,"Yes"
"S202509_101820",101820,2025-09-30,2.2,2.9,2.9,3.5,"Yes"
"S202509_105277",105277,2025-09-30,3.1,4.2,4.2,4.2,"Yes"
"S202509_105154",105154,2025-09-30,3.8,3.4,4.6,4.4,"Yes"
"S202509_103577",103577,2025-09-30,3.1,4.7,3.1,3.3,"Yes"
"S202509_108185",108185,2025-09-30,4.4,3.5,4.6,3,"Yes"
"S202509_101492",101492,2025-09-30,4.2,4.4,3.6,1.2,"Yes"
"S202509_102314",102314,2025-09-30,3.7,4.4,4.5,1.5,"Yes"
"S202509_100667",100667,2025-09-30,4.4,3.5,4.9,2.8,"Yes"
"S202509_109951",109951,2025-09-30,3.8,4.3,3.7,4.3,"Yes"
"S202509_102635",102635,2025-09-30,4.6,4.8,4.5,2.8,"Yes"
"S202509_108658",108658,2025-09-30,3.6,4.7,3.4,3.1,"Yes"
"S202509_108035",108035,2025-09-30,3.1,4.7,4.5,4.8,"Yes"
"S202509_108521",108521,2025-09-30,3.9,3.3,3.6,2.7,"Yes"
"S202509_102054",102054,2025-09-30,3.6,4.1,3.7,4,"Yes"
"S202509_107739",107739,2025-09-30,4.2,3.4,3.9,3.3,"Yes"
"S202509_107563",107563,2025-09-30,4.2,4.7,4,3.4,"Yes"
"S202509_104964",104964,2025-09-30,3.1,4,3.8,3.6,"Yes"
"S202509_104332",104332,2025-09-30,3.4,3.8,4,3.3,"Yes"
"S202509_108655",108655,2025-09-30,3,4.1,4.6,3.9,"Yes"
"S202509_101719",101719,2025-09-30,3.7,3.5,5,2.2,"Yes"
"S202509_103082",103082,2025-09-30,3.9,3.3,3.5,4.2,"Yes"
"S202509_108739",108739,2025-09-30,4.1,3.5,4.9,4.3,"Yes"
"S202509_101562",101562,2025-09-30,2.8,3,4.1,4.6,"Yes"
"S202509_100990",100990,2025-09-30,2.9,4,3.7,4.4,"Yes"
"S202509_103768",103768,2025-09-30,4.3,5,4.8,4.6,"Yes"
"S202509_105953",105953,2025-09-30,3.1,3.3,4.1,4.1,"Yes"
"S202509_107635",107635,2025-09-30,3.8,3.7,4.8,4.4,"Yes"
"S202509_107956",107956,2025-09-30,3.4,3.2,3.1,3.5,"Yes"
"S202509_103702",103702,2025-09-30,3.3,3.1,4.1,3.7,"Yes"
"S202509_104279",104279,2025-09-30,4.2,3.7,5,4.1,"Yes"
"S202509_104700",104700,2025-09-30,3.6,3.6,5,2.8,"Yes"
"S202509_106716",106716,2025-09-30,3.5,3.7,3.6,4.4,"Yes"
"S202509_104790",104790,2025-09-30,4.7,4.6,3.7,3.6,"Yes"
"S202509_104554",104554,2025-09-30,4.2,3.8,4.1,4.5,"Yes"
"S202509_106658",106658,2025-09-30,4.1,3.3,4.1,3.8,"Yes"
"S202509_101049",101049,2025-09-30,4.6,3.6,4.1,3.2,"Yes"
"S202509_103944",103944,2025-09-30,5,3.6,3.4,4,"Yes"
"S202509_106269",106269,2025-09-30,3.6,3.1,4.5,5,"Yes"
"S202509_109795",109795,2025-09-30,3.4,4.6,3.9,4,"Yes"
"S202509_101945",101945,2025-09-30,3.5,3,3.9,4.1,"Yes"
"S202509_106067",106067,2025-09-30,3.6,3.9,3.7,2.9,"Yes"
"S202509_109087",109087,2025-09-30,3.5,3.8,3.8,4.9,"Yes"
"S202509_108867",108867,2025-09-30,4.9,5,5,4.4,"Yes"
"S202509_107310",107310,2025-09-30,3.7,4.2,4.5,4.7,"Yes"
"S202509_109076",109076,2025-09-30,4.3,3.9,3.1,2.8,"Yes"
"S202509_109396",109396,2025-09-30,3.8,3.1,3.9,3.9,"Yes"
"S202509_100146",100146,2025-09-30,3.1,4.4,4.6,2.8,"Yes"
"S202509_106306",106306,2025-09-30,4.2,4.4,3.9,3.8,"Yes"
"S202509_105310",105310,2025-09-30,3.8,3.6,3.2,3.9,"Yes"
"S202509_101942",101942,2025-09-30,5,3.1,4.3,3.7,"Yes"
"S202509_105572",105572,2025-09-30,3.6,3.6,3.3,2.3,"Yes"
"S202509_100448",100448,2025-09-30,3.9,3.7,5,3.2,"Yes"
"S202509_108161",108161,2025-09-30,3.4,2.9,3.7,3.5,"Yes"
"S202509_100880",100880,2025-09-30,5,4.2,4.1,3.1,"Yes"
"S202509_108875",108875,2025-09-30,3.4,3.9,3.5,2.8,"Yes"
"S202509_107669",107669,2025-09-30,4.6,4.3,4.8,3.9,"Yes"
"S202509_108864",108864,2025-09-30,4,4.6,3.3,3.5,"Yes"
"S202509_100919",100919,2025-09-30,4.3,4,3.5,2.5,"Yes"
"S202509_100215",100215,2025-09-30,4.7,5,3.7,4.8,"Yes"
"S202509_101011",101011,2025-09-30,4.4,3.3,4.4,3.6,"Yes"
"S202509_100202",100202,2025-09-30,4.1,4.1,4.5,4.7,"Yes"
"S202509_109548",109548,2025-09-30,4.1,3.3,4.1,4.1,"Yes"
"S202509_108755",108755,2025-09-30,4.2,4.7,4.4,3.5,"Yes"
"S202509_106915",106915,2025-09-30,4,3.1,4.8,3.5,"Yes"
"S202509_106662",106662,2025-09-30,3.5,3.8,3.6,5,"Yes"
"S202509_103972",103972,2025-09-30,2.6,3.8,3.6,4.5,"Yes"
"S202509_105758",105758,2025-09-30,5,5,3.6,4.9,"Yes"
"S202509_109073",109073,2025-09-30,4.7,4,4.9,3.7,"Yes"
"S202509_107341",107341,2025-09-30,3.8,3.5,4.3,3.4,"Yes"
"S202509_103091",103091,2025-09-30,3.1,3.1,4.5,3.4,"Yes"
"S202509_105685",105685,2025-09-30,4.2,3.4,4.4,2.4,"Yes"
"S202509_100626",100626,2025-09-30,4.6,2.7,4.3,1.3,"Yes"
"S202509_107213",107213,2025-09-30,4.7,4.9,4.3,3.7,"Yes"
"S202509_106249",106249,2025-09-30,3.1,4.3,2.9,4.5,"Yes"
"S202509_107079",107079,2025-09-30,3.7,4,4.8,4.2,"Yes"
"S202509_104129",104129,2025-09-30,3,3.5,5,3.2,"Yes"
"S202509_105556",105556,2025-09-30,3.5,4.3,4,2.1,"Yes"
"S202509_107689",107689,2025-09-30,4.8,3.8,3.5,2.3,"Yes"
"S202509_106194",106194,2025-09-30,4,5,3.7,3.1,"Yes"
"S202509_107935",107935,2025-09-30,3.8,4.2,3.3,4,"Yes"
"S202509_104479",104479,2025-09-30,3.6,3.4,4.2,2.4,"Yes"
"S202509_104644",104644,2025-09-30,3.2,3.7,5,3.8,"Yes"
"S202509_102261",102261,2025-09-30,3.3,3.7,4.1,2.6,"Yes"
"S202509_100137",100137,2025-09-30,2.7,3.5,4,3.9,"Yes"
"S202509_107402",107402,2025-09-30,4.8,4.3,3.7,3.1,"Yes"
"S202509_103801",103801,2025-09-30,2.1,2.7,4.7,3.9,"Yes"
"S202509_108229",108229,2025-09-30,4.7,2.2,3.5,3.9,"Yes"
"S202509_106098",106098,2025-09-30,4.1,4.8,3.3,2.9,"Yes"
"S202509_107803",107803,2025-09-30,3,3.6,3.5,2.4,"Yes"
"S202509_100791",100791,2025-09-30,3.4,4.2,3.6,1.7,"Yes"
"S202509_108293",108293,2025-09-30,4.5,4.1,4.5,5,"Yes"
"S202509_109010",109010,2025-09-30,3.7,3.8,3,2.5,"Yes"
"S202509_101730",101730,2025-09-30,4.2,3.4,4.5,3,"Yes"
"S202509_101107",101107,2025-09-30,3.2,3.4,3.5,4.5,"Yes"
"S202509_101276",101276,2025-09-30,4.5,3.6,4,3.8,"Yes"
"S202509_107467",107467,2025-09-30,4.5,3,3.9,3.6,"Yes"
"S202509_104926",104926,2025-09-30,4,4,4.6,2.1,"Yes"
"S202509_105411",105411,2025-09-30,3.6,3.6,3.5,4.5,"Yes"
"S202509_109431",109431,2025-09-30,4.5,3.6,4.2,3.7,"Yes"
"S202509_106407",106407,2025-09-30,5,3.8,3.9,4.3,"Yes"
"S202509_106009",106009,2025-09-30,4.2,4,4,4.1,"Yes"
"S202509_100931",100931,2025-09-30,4.2,3.3,4.3,3.6,"Yes"
"S202509_109418",109418,2025-09-30,3.9,3.6,4.4,3.8,"Yes"
"S202509_105557",105557,2025-09-30,3.9,4.1,4.6,3.1,"Yes"
"S202509_106519",106519,2025-09-30,3.4,4.4,4,1.8,"Yes"
"S202509_103049",103049,2025-09-30,3.6,4.3,4,4.7,"Yes"
"S202509_106884",106884,2025-09-30,4.7,3.7,4,2.3,"Yes"
"S202509_107678",107678,2025-09-30,4.5,3.8,3.6,4.2,"Yes"
"S202509_102758",102758,2025-09-30,4.1,4,3.3,4.7,"Yes"
"S202509_102707",102707,2025-09-30,2.9,5,3.4,2.6,"Yes"
"S202509_106726",106726,2025-09-30,4.2,4.3,3.7,3.7,"Yes"
"S202509_109282",109282,2025-09-30,4.2,4.4,4.6,3.6,"Yes"
"S202509_108977",108977,2025-09-30,4,5,3.6,4.1,"Yes"
"S202509_109168",109168,2025-09-30,4.3,3.3,4.5,4.9,"Yes"
"S202509_109462",109462,2025-09-30,2.8,3.4,3.3,4.2,"Yes"
"S202509_107755",107755,2025-09-30,3.3,5,3.6,2.2,"Yes"
"S202509_106620",106620,2025-09-30,4,4.2,3.9,2.2,"Yes"
"S202509_108252",108252,2025-09-30,3.2,4.9,4.8,3.8,"Yes"
"S202509_108492",108492,2025-09-30,3,5,4.3,4.2,"Yes"
"S202509_109314",109314,2025-09-30,4.8,2.9,3.3,5,"Yes"
"S202509_104503",104503,2025-09-30,2.9,5,4.6,4.4,"Yes"
"S202509_107082",107082,2025-09-30,2.5,3.8,4.7,4.7,"Yes"
"S202509_109270",109270,2025-09-30,5,4,3.9,2.7,"Yes"
"S202509_100267",100267,2025-09-30,3.1,4.1,4.5,5,"Yes"
"S202509_101803",101803,2025-09-30,3.4,4.4,4.4,3.7,"Yes"
"S202509_109233",109233,2025-09-30,4.6,3.4,3.5,2.4,"Yes"
"S202509_106557",106557,2025-09-30,4,4.1,5,3.4,"Yes"
"S202509_105020",105020,2025-09-30,3.7,3.7,3.1,4,"Yes"
"S202509_104231",104231,2025-09-30,3.9,3.9,3.9,3,"Yes"
"S202509_106373",106373,2025-09-30,5,3.8,4.4,2.6,"Yes"
"S202509_107477",107477,2025-09-30,4,3.7,3.7,3.1,"Yes"
"S202509_105635",105635,2025-09-30,3.7,4.2,4.5,2.2,"Yes"
"S202509_103804",103804,2025-09-30,3.4,5,4.2,2.9,"Yes"
"S202509_105384",105384,2025-09-30,2.5,4.3,4,4.3,"Yes"
"S202509_102370",102370,2025-09-30,2.6,4.3,4.9,5,"Yes"
"S202509_102323",102323,2025-09-30,3.3,4.2,4.6,4.2,"Yes"
"S202509_100452",100452,2025-09-30,1.8,2.7,4,4,"Yes"
"S202509_102332",102332,2025-09-30,4.4,4.5,4.2,5,"Yes"
"S202509_106166",106166,2025-09-30,4.2,3.9,3.6,5,"Yes"
"S202509_103309",103309,2025-09-30,3.1,4.8,4,3.7,"Yes"
"S202509_105370",105370,2025-09-30,4.7,4.6,4,2.7,"Yes"
"S202509_108963",108963,2025-09-30,3.5,4.3,4,3.6,"Yes"
"S202509_101892",101892,2025-09-30,3.4,3.9,4,3.9,"Yes"
"S202509_109357",109357,2025-09-30,2,4.3,4.2,4.6,"Yes"
"S202509_105936",105936,2025-09-30,4.9,4.1,4.4,3.6,"Yes"
"S202509_107814",107814,2025-09-30,5,3.5,4.1,2.6,"Yes"
"S202509_109970",109970,2025-09-30,3.8,3.8,3.9,5,"Yes"
"S202509_107627",107627,2025-09-30,2.8,3.6,4,3.2,"Yes"
"S202509_104394",104394,2025-09-30,4.1,2.7,4.4,4.6,"Yes"
"S202509_109592",109592,2025-09-30,4.4,3.8,3.8,2.2,"Yes"
"S202509_106812",106812,2025-09-30,4,4.2,4.1,5,"Yes"
"S202509_109196",109196,2025-09-30,3.2,3.9,3.9,3.7,"Yes"
"S202509_108920",108920,2025-09-30,4.6,4.8,4.3,4.2,"Yes"
"S202509_101673",101673,2025-09-30,4.5,4.3,3.3,3.8,"Yes"
"S202509_107852",107852,2025-09-30,2.9,3.5,3.6,3.5,"Yes"
"S202509_109598",109598,2025-09-30,5,4.4,3.9,3.9,"Yes"
"S202509_101932",101932,2025-09-30,3.3,4.8,3.5,3.9,"Yes"
"S202509_101821",101821,2025-09-30,5,3.5,5,4.2,"Yes"
"S202509_108535",108535,2025-09-30,3.2,3.1,3.9,4.4,"Yes"
"S202509_102145",102145,2025-09-30,4.3,4.7,4.2,4.8,"Yes"
"S202509_104469",104469,2025-09-30,4.5,3.6,3.8,3.2,"Yes"
"S202509_100634",100634,2025-09-30,3.6,4.1,3.8,4.8,"Yes"
"S202509_100666",100666,2025-09-30,3,3.8,4,4.3,"Yes"
"S202509_100489",100489,2025-09-30,3.6,3.8,3.9,4.7,"Yes"
"S202509_104095",104095,2025-09-30,3.8,4.9,4.3,3.6,"Yes"
"S202509_101686",101686,2025-09-30,4.9,3.7,3.9,4.9,"Yes"
"S202509_106261",106261,2025-09-30,4,3.6,4.1,4.8,"Yes"
"S202509_106051",106051,2025-09-30,3.6,4.5,4.3,3.1,"Yes"
"S202509_101036",101036,2025-09-30,3,3.5,4.6,3.2,"Yes"
"S202509_101984",101984,2025-09-30,4.6,4.3,3.7,4.4,"Yes"
"S202509_103850",103850,2025-09-30,5,3,4.2,5,"Yes"
"S202509_109783",109783,2025-09-30,5,3.9,3.1,3.2,"Yes"
"S202509_107959",107959,2025-09-30,2.5,4.4,3.8,3.7,"Yes"
"S202509_106660",106660,2025-09-30,3.8,4.3,3.9,3.6,"Yes"
"S202509_109028",109028,2025-09-30,3.9,4.4,4.2,2.7,"Yes"
"S202509_107608",107608,2025-09-30,4,3.3,3.9,2.4,"Yes"
"S202509_105426",105426,2025-09-30,4.3,4.7,3.3,3.3,"Yes"
"S202509_101365",101365,2025-09-30,3.4,4.3,3.4,3.2,"Yes"
"S202509_103599",103599,2025-09-30,4.7,4.6,4.7,4.2,"Yes"
"S202509_109952",109952,2025-09-30,3.8,3.1,4.5,4.1,"Yes"
"S202509_102449",102449,2025-09-30,4.3,4,3.5,2.4,"Yes"
"S202509_100901",100901,2025-09-30,3.6,2.5,3.9,3.7,"Yes"
"S202509_108337",108337,2025-09-30,2.9,3.5,3.6,3.4,"Yes"
"S202509_103169",103169,2025-09-30,3.6,3.9,4.2,3.3,"Yes"
"S202509_102159",102159,2025-09-30,3.2,4.3,4.1,4.1,"Yes"
"S202509_100949",100949,2025-09-30,2.5,3.9,4.3,2.7,"Yes"
"S202509_101494",101494,2025-09-30,4.5,2.4,4.9,3.3,"Yes"
"S202509_109867",109867,2025-09-30,3.8,4.7,3.9,4.8,"Yes"
"S202509_104722",104722,2025-09-30,2.9,3.5,4.7,3.1,"Yes"
"S202509_101451",101451,2025-09-30,2.7,5,3.9,4.9,"Yes"
"S202509_100290",100290,2025-09-30,3.8,4.3,4.5,2.6,"Yes"
"S202509_107425",107425,2025-09-30,3.1,5,3.8,3.1,"Yes"
"S202509_107587",107587,2025-09-30,5,3.5,4.4,4.4,"Yes"
"S202509_105413",105413,2025-09-30,3.5,4.2,4.6,3.1,"Yes"
"S202509_108586",108586,2025-09-30,3.8,3.9,3.8,3.1,"Yes"
"S202509_101829",101829,2025-09-30,3.9,4.5,3.3,4.5,"Yes"
"S202509_101658",101658,2025-09-30,3.4,3.6,3.5,5,"Yes"
"S202509_103851",103851,2025-09-30,4.1,3.8,4.6,4.5,"Yes"
"S202509_100035",100035,2025-09-30,3.3,3.2,3.7,3.9,"Yes"
"S202509_109267",109267,2025-09-30,3.4,4.1,3.9,4.2,"Yes"
"S202509_100158",100158,2025-09-30,3.4,4.6,4.9,3.4,"Yes"
