"LeaveEventID","EmployeeID","LeaveType","LeaveStartDate","LeaveEndDate","LeaveDays","PaidFlag"
"LV101699_1",101699,"Sick Leave",2019-01-23,2019-01-27,5,"Yes"
"LV104309_1",104309,"Sick Leave",2019-04-24,2019-04-27,4,"Yes"
"LV104475_1",104475,"Sick Leave",2017-10-06,2017-10-06,1,"Yes"
"LV106575_1",106575,"Vacation",2020-01-02,2020-01-08,7,"Yes"
"LV106575_2",106575,"Sick Leave",2021-07-27,2021-07-30,4,"Yes"
"LV109182_1",109182,"Parental Leave",2016-05-22,2016-06-15,25,"No"
"LV102469_1",102469,"Parental Leave",2024-04-26,2024-05-23,28,"Yes"
"LV103399_1",103399,"Parental Leave",2018-07-15,2018-08-28,45,"Yes"
"LV103399_2",103399,"Vacation",2023-07-28,2023-08-05,9,"Yes"
"LV103685_1",103685,"Jury Duty",2015-11-21,2015-11-21,1,"Yes"
"LV108810_1",108810,"Vacation",2022-01-28,2022-01-30,3,"Yes"
"LV109567_1",109567,"Sick Leave",2017-11-30,2017-12-04,5,"Yes"
"LV106697_1",106697,"Medical Leave",2017-07-19,2017-07-30,12,"Yes"
"LV108536_1",108536,"Bereavement",2020-03-19,2020-03-23,5,"Yes"
"LV103883_1",103883,"Medical Leave",2024-09-12,2024-09-17,6,"Yes"
"LV103466_1",103466,"Vacation",2023-01-26,2023-01-31,6,"Yes"
"LV105149_1",105149,"Vacation",2021-04-18,2021-04-23,6,"Yes"
"LV105149_2",105149,"Vacation",2021-04-23,2021-04-28,6,"Yes"
"LV102770_1",102770,"Jury Duty",2017-07-18,2017-07-19,2,"Yes"
"LV100688_1",100688,"Sick Leave",2024-11-13,2024-11-15,3,"Yes"
"LV104300_1",104300,"Sick Leave",2026-02-13,2026-02-13,1,"Yes"
"LV101896_1",101896,"Vacation",2022-11-11,2022-11-17,7,"Yes"
"LV101896_2",101896,"Sick Leave",2024-08-26,2024-08-28,3,"Yes"
"LV109058_1",109058,"Sick Leave",2017-04-09,2017-04-12,4,"Yes"
"LV107241_1",107241,"Vacation",2022-04-22,2022-05-01,10,"Yes"
"LV101994_1",101994,"Parental Leave",2020-10-24,2020-12-03,41,"No"
"LV109463_1",109463,"Vacation",2023-03-13,2023-03-20,8,"Yes"
"LV106135_1",106135,"Vacation",2026-02-15,2026-02-19,5,"Yes"
"LV103597_1",103597,"Sick Leave",2020-01-31,2020-02-02,3,"Yes"
"LV107929_1",107929,"Vacation",2022-09-05,2022-09-09,5,"Yes"
"LV106923_1",106923,"Bereavement",2024-09-24,2024-09-28,5,"Yes"
"LV104534_1",104534,"Medical Leave",2019-08-12,2019-09-09,29,"Yes"
"LV105044_1",105044,"Vacation",2022-12-17,2022-12-21,5,"Yes"
"LV103351_1",103351,"Vacation",2025-03-02,2025-03-09,8,"Yes"
"LV108466_1",108466,"Sick Leave",2023-11-19,2023-11-19,1,"Yes"
"LV100866_1",100866,"Medical Leave",2025-05-10,2025-06-13,35,"Yes"
"LV102212_1",102212,"Sick Leave",2025-03-23,2025-03-27,5,"Yes"
"LV109232_1",109232,"Medical Leave",2020-12-07,2021-01-02,27,"Yes"
"LV106241_1",106241,"Parental Leave",2022-02-19,2022-03-11,21,"No"
"LV103807_1",103807,"Medical Leave",2022-05-31,2022-06-30,31,"Yes"
"LV108516_1",108516,"Sick Leave",2025-01-07,2025-01-08,2,"Yes"
"LV105678_1",105678,"Parental Leave",2022-01-08,2022-02-16,40,"Yes"
"LV108829_1",108829,"Sick Leave",2020-03-18,2020-03-20,3,"Yes"
"LV100209_1",100209,"Sick Leave",2023-05-18,2023-05-18,1,"Yes"
"LV109903_1",109903,"Parental Leave",2023-03-16,2023-05-12,58,"Yes"
"LV101356_1",101356,"Vacation",2022-09-25,2022-09-27,3,"Yes"
"LV109754_1",109754,"Sick Leave",2020-05-29,2020-05-31,3,"Yes"
"LV109754_2",109754,"Jury Duty",2020-06-05,2020-06-05,1,"Yes"
"LV104628_1",104628,"Sick Leave",2024-11-17,2024-11-18,2,"Yes"
"LV105601_1",105601,"Vacation",2020-08-08,2020-08-15,8,"Yes"
"LV105601_2",105601,"Vacation",2020-09-09,2020-09-10,2,"Yes"
"LV105235_1",105235,"Medical Leave",2022-04-22,2022-04-26,5,"No"
"LV100434_1",100434,"Vacation",2023-05-02,2023-05-10,9,"Yes"
"LV100434_2",100434,"Sick Leave",2024-08-25,2024-08-25,1,"Yes"
"LV106042_1",106042,"Sick Leave",2021-01-23,2021-01-26,4,"Yes"
"LV103649_1",103649,"Sick Leave",2024-03-05,2024-03-09,5,"Yes"
"LV109852_1",109852,"Vacation",2020-11-23,2020-11-24,2,"Yes"
"LV105129_1",105129,"Sick Leave",2023-07-27,2023-07-30,4,"Yes"
"LV102555_1",102555,"Medical Leave",2025-03-25,2025-04-28,35,"Yes"
"LV104662_1",104662,"Vacation",2025-03-24,2025-03-27,4,"Yes"
"LV105901_1",105901,"Vacation",2024-07-08,2024-07-15,8,"Yes"
"LV100268_1",100268,"Vacation",2024-05-10,2024-05-14,5,"Yes"
"LV104339_1",104339,"Jury Duty",2021-10-28,2021-11-03,7,"Yes"
"LV105188_1",105188,"Vacation",2025-06-02,2025-06-03,2,"Yes"
"LV105836_1",105836,"Vacation",2022-07-22,2022-07-28,7,"Yes"
"LV104154_1",104154,"Sick Leave",2025-10-07,2025-10-07,1,"Yes"
"LV102924_1",102924,"Sick Leave",2025-01-05,2025-01-06,2,"Yes"
"LV102924_2",102924,"Sick Leave",2025-04-03,2025-04-05,3,"Yes"
"LV106523_1",106523,"Sick Leave",2022-11-14,2022-11-18,5,"Yes"
"LV106523_2",106523,"Sick Leave",2024-05-03,2024-05-03,1,"Yes"
"LV105823_1",105823,"Vacation",2025-11-29,2025-12-06,8,"Yes"
"LV100992_1",100992,"Bereavement",2025-09-12,2025-09-16,5,"Yes"
"LV101572_1",101572,"Parental Leave",2024-09-09,2024-11-02,55,"Yes"
"LV101572_2",101572,"Vacation",2025-10-04,2025-10-07,4,"Yes"
"LV104261_1",104261,"Vacation",2022-07-03,2022-07-05,3,"Yes"
"LV102997_1",102997,"Vacation",2024-03-22,2024-03-23,2,"Yes"
"LV102997_2",102997,"Bereavement",2024-06-03,2024-06-04,2,"Yes"
"LV105707_1",105707,"Sick Leave",2026-01-02,2026-01-06,5,"Yes"
"LV109301_1",109301,"Vacation",2025-11-30,2025-12-01,2,"Yes"
"LV100140_1",100140,"Medical Leave",2023-01-18,2023-02-15,29,"No"
"LV101348_1",101348,"Vacation",2023-10-28,2023-10-30,3,"Yes"
"LV102651_1",102651,"Vacation",2025-07-20,2025-07-23,4,"Yes"
"LV104532_1",104532,"Sick Leave",2024-07-24,2024-07-26,3,"Yes"
"LV104306_1",104306,"Vacation",2025-06-07,2025-06-13,7,"Yes"
"LV106295_1",106295,"Vacation",2024-05-21,2024-05-24,4,"Yes"
"LV106295_2",106295,"Vacation",2025-01-10,2025-01-18,9,"Yes"
"LV109132_1",109132,"Parental Leave",2023-10-01,2023-11-20,51,"Yes"
"LV106225_1",106225,"Sick Leave",2024-06-25,2024-06-29,5,"Yes"
"LV104753_1",104753,"Sick Leave",2024-08-08,2024-08-09,2,"Yes"
"LV108933_1",108933,"Jury Duty",2025-07-25,2025-08-01,8,"Yes"
"LV102719_1",102719,"Sick Leave",2025-05-17,2025-05-20,4,"Yes"
"LV109635_1",109635,"Vacation",2024-05-10,2024-05-13,4,"Yes"
"LV108905_1",108905,"Sick Leave",2024-04-10,2024-04-13,4,"Yes"
"LV103621_1",103621,"Vacation",2025-03-14,2025-03-23,10,"Yes"
"LV106597_1",106597,"Jury Duty",2026-01-15,2026-01-19,5,"Yes"
"LV105003_1",105003,"Medical Leave",2025-09-04,2025-09-20,17,"No"
"LV102415_1",102415,"Medical Leave",2026-02-15,2026-03-19,33,"Yes"
"LV100694_1",100694,"Bereavement",2025-09-01,2025-09-04,4,"Yes"
"LV100694_2",100694,"Parental Leave",2025-09-22,2025-11-18,58,"Yes"
"LV104938_1",104938,"Jury Duty",2024-08-26,2024-08-31,6,"Yes"
"LV104938_2",104938,"Medical Leave",2025-01-05,2025-02-08,35,"Yes"
"LV109108_1",109108,"Vacation",2024-12-12,2024-12-19,8,"Yes"
"LV102342_1",102342,"Jury Duty",2025-03-03,2025-03-05,3,"Yes"
"LV109640_1",109640,"Sick Leave",2024-11-03,2024-11-06,4,"Yes"
"LV108985_1",108985,"Sick Leave",2025-07-08,2025-07-10,3,"Yes"
"LV109684_1",109684,"Sick Leave",2024-11-06,2024-11-10,5,"Yes"
"LV109688_1",109688,"Sick Leave",2025-03-01,2025-03-04,4,"Yes"
"LV109872_1",109872,"Vacation",2025-06-26,2025-07-02,7,"Yes"
"LV103835_1",103835,"Vacation",2025-07-21,2025-07-26,6,"Yes"
"LV105689_1",105689,"Vacation",2025-09-29,2025-10-03,5,"Yes"
"LV102295_1",102295,"Parental Leave",2025-06-27,2025-07-29,33,"Yes"
"LV107602_1",107602,"Vacation",2025-09-15,2025-09-24,10,"Yes"
"LV108201_1",108201,"Sick Leave",2026-01-06,2026-01-10,5,"Yes"
"LV101228_1",101228,"Vacation",2025-12-23,2025-12-25,3,"Yes"
"LV109863_1",109863,"Sick Leave",2026-02-01,2026-02-01,1,"Yes"
"LV100665_1",100665,"Vacation",2019-04-30,2019-05-06,7,"Yes"
"LV105313_1",105313,"Sick Leave",2019-04-22,2019-04-26,5,"Yes"
"LV109219_1",109219,"Vacation",2017-08-09,2017-08-12,4,"Yes"
"LV108432_1",108432,"Sick Leave",2013-06-07,2013-06-07,1,"Yes"
"LV108432_2",108432,"Vacation",2017-12-07,2017-12-16,10,"Yes"
"LV101918_1",101918,"Bereavement",2015-07-19,2015-07-21,3,"Yes"
"LV101038_1",101038,"Parental Leave",2017-02-27,2017-04-06,39,"Yes"
"LV107441_1",107441,"Sick Leave",2015-01-11,2015-01-11,1,"Yes"
"LV102393_1",102393,"Parental Leave",2016-12-23,2017-02-11,51,"Yes"
"LV102492_1",102492,"Medical Leave",2022-04-18,2022-04-23,6,"No"
"LV103717_1",103717,"Sick Leave",2023-05-14,2023-05-15,2,"Yes"
"LV106868_1",106868,"Vacation",2018-08-06,2018-08-10,5,"Yes"
"LV101408_1",101408,"Jury Duty",2022-10-07,2022-10-09,3,"Yes"
"LV109810_1",109810,"Parental Leave",2022-03-29,2022-05-13,46,"Yes"
"LV102869_1",102869,"Medical Leave",2018-01-20,2018-02-25,37,"No"
"LV102869_2",102869,"Jury Duty",2023-09-23,2023-09-30,8,"Yes"
"LV107573_1",107573,"Sick Leave",2022-02-17,2022-02-17,1,"Yes"
"LV107752_1",107752,"Bereavement",2021-08-25,2021-08-28,4,"Yes"
"LV107752_2",107752,"Vacation",2024-10-13,2024-10-15,3,"Yes"
"LV100400_1",100400,"Sick Leave",2018-02-09,2018-02-13,5,"Yes"
"LV101110_1",101110,"Vacation",2018-11-19,2018-11-26,8,"Yes"
"LV101350_1",101350,"Parental Leave",2024-01-12,2024-03-11,60,"No"
"LV102646_1",102646,"Vacation",2022-06-08,2022-06-13,6,"Yes"
"LV108291_1",108291,"Sick Leave",2023-09-03,2023-09-05,3,"Yes"
"LV106530_1",106530,"Vacation",2018-08-23,2018-08-26,4,"Yes"
"LV106530_2",106530,"Medical Leave",2021-08-17,2021-09-03,18,"Yes"
"LV102139_1",102139,"Vacation",2022-12-16,2022-12-19,4,"Yes"
"LV109722_1",109722,"Sick Leave",2026-01-19,2026-01-22,4,"Yes"
"LV108392_1",108392,"Sick Leave",2019-08-16,2019-08-16,1,"Yes"
"LV105582_1",105582,"Medical Leave",2020-06-11,2020-06-24,14,"No"
"LV105582_2",105582,"Sick Leave",2024-11-24,2024-11-28,5,"Yes"
"LV107709_1",107709,"Vacation",2021-02-02,2021-02-09,8,"Yes"
"LV107709_2",107709,"Medical Leave",2023-06-23,2023-07-02,10,"No"
"LV103380_1",103380,"Jury Duty",2022-02-17,2022-02-24,8,"Yes"
"LV101343_1",101343,"Vacation",2025-10-06,2025-10-12,7,"Yes"
"LV105064_1",105064,"Vacation",2024-04-22,2024-04-28,7,"Yes"
"LV105732_1",105732,"Sick Leave",2026-02-02,2026-02-02,1,"Yes"
"LV104841_1",104841,"Vacation",2022-05-18,2022-05-27,10,"Yes"
"LV104841_2",104841,"Jury Duty",2024-11-03,2024-11-05,3,"Yes"
"LV100312_1",100312,"Sick Leave",2022-03-17,2022-03-21,5,"Yes"
"LV100312_2",100312,"Parental Leave",2024-05-22,2024-06-16,26,"Yes"
"LV108096_1",108096,"Medical Leave",2023-02-23,2023-03-31,37,"No"
"LV106257_1",106257,"Medical Leave",2024-02-22,2024-03-08,16,"Yes"
"LV109293_1",109293,"Vacation",2023-11-09,2023-11-12,4,"Yes"
"LV101563_1",101563,"Sick Leave",2025-07-24,2025-07-27,4,"Yes"
"LV102081_1",102081,"Bereavement",2024-06-22,2024-06-26,5,"Yes"
"LV102081_2",102081,"Medical Leave",2025-02-24,2025-03-03,8,"No"
"LV103576_1",103576,"Vacation",2025-06-08,2025-06-15,8,"Yes"
"LV101079_1",101079,"Sick Leave",2025-08-22,2025-08-25,4,"Yes"
"LV102781_1",102781,"Bereavement",2025-08-15,2025-08-16,2,"Yes"
"LV102043_1",102043,"Parental Leave",2024-08-10,2024-10-08,60,"No"
"LV102043_2",102043,"Vacation",2025-09-03,2025-09-09,7,"Yes"
"LV103004_1",103004,"Sick Leave",2024-10-02,2024-10-06,5,"Yes"
"LV104123_1",104123,"Parental Leave",2025-11-29,2026-01-26,59,"Yes"
"LV104430_1",104430,"Sick Leave",2025-09-29,2025-10-03,5,"Yes"
"LV104209_1",104209,"Vacation",2026-01-16,2026-01-21,6,"Yes"
"LV109990_1",109990,"Vacation",2025-12-05,2025-12-12,8,"Yes"
"LV108878_1",108878,"Medical Leave",2025-09-24,2025-10-07,14,"No"
"LV106132_1",106132,"Jury Duty",2025-09-26,2025-09-30,5,"Yes"
"LV102729_1",102729,"Vacation",2025-12-22,2025-12-24,3,"Yes"
"LV104177_1",104177,"Vacation",2026-01-04,2026-01-11,8,"Yes"
"LV102856_1",102856,"Bereavement",2023-02-03,2023-02-05,3,"Yes"
"LV101941_1",101941,"Parental Leave",2022-09-27,2022-10-28,32,"No"
"LV101941_2",101941,"Vacation",2025-05-23,2025-05-31,9,"Yes"
"LV101717_1",101717,"Bereavement",2021-07-16,2021-07-19,4,"Yes"
"LV104305_1",104305,"Medical Leave",2024-08-12,2024-09-19,39,"Yes"
"LV108711_1",108711,"Vacation",2015-06-13,2015-06-14,2,"Yes"
"LV106142_1",106142,"Jury Duty",2025-04-14,2025-04-16,3,"Yes"
"LV104173_1",104173,"Jury Duty",2018-07-09,2018-07-10,2,"Yes"
"LV106731_1",106731,"Vacation",2022-05-20,2022-05-21,2,"Yes"
"LV102322_1",102322,"Sick Leave",2024-09-22,2024-09-23,2,"Yes"
"LV102915_1",102915,"Vacation",2024-03-06,2024-03-11,6,"Yes"
"LV108821_1",108821,"Vacation",2018-06-22,2018-06-23,2,"Yes"
"LV101591_1",101591,"Vacation",2019-05-20,2019-05-28,9,"Yes"
"LV101591_2",101591,"Vacation",2024-03-12,2024-03-16,5,"Yes"
"LV107856_1",107856,"Vacation",2024-04-23,2024-04-29,7,"Yes"
"LV104352_1",104352,"Parental Leave",2021-12-29,2022-01-30,33,"Yes"
"LV104103_1",104103,"Vacation",2023-04-29,2023-05-08,10,"Yes"
"LV105892_1",105892,"Jury Duty",2021-11-13,2021-11-14,2,"Yes"
"LV101394_1",101394,"Vacation",2018-11-03,2018-11-12,10,"Yes"
"LV101394_2",101394,"Parental Leave",2024-03-06,2024-05-04,60,"Yes"
"LV107179_1",107179,"Sick Leave",2025-10-06,2025-10-06,1,"Yes"
"LV103249_1",103249,"Vacation",2024-02-19,2024-02-25,7,"Yes"
"LV105580_1",105580,"Jury Duty",2022-01-22,2022-01-27,6,"Yes"
"LV105580_2",105580,"Vacation",2024-01-22,2024-01-26,5,"Yes"
"LV109256_1",109256,"Vacation",2023-09-06,2023-09-14,9,"Yes"
"LV102243_1",102243,"Vacation",2024-01-01,2024-01-02,2,"Yes"
"LV101460_1",101460,"Vacation",2022-03-11,2022-03-15,5,"Yes"
"LV103914_1",103914,"Bereavement",2022-11-26,2022-11-29,4,"Yes"
"LV105672_1",105672,"Vacation",2023-05-13,2023-05-16,4,"Yes"
"LV105672_2",105672,"Sick Leave",2023-09-13,2023-09-15,3,"Yes"
"LV100900_1",100900,"Vacation",2021-11-07,2021-11-12,6,"Yes"
"LV102426_1",102426,"Sick Leave",2025-08-14,2025-08-15,2,"Yes"
"LV109861_1",109861,"Vacation",2025-02-20,2025-02-25,6,"Yes"
"LV102242_1",102242,"Vacation",2023-02-14,2023-02-20,7,"Yes"
"LV100980_1",100980,"Vacation",2023-08-31,2023-09-04,5,"Yes"
"LV102633_1",102633,"Sick Leave",2024-02-24,2024-02-27,4,"Yes"
"LV102633_2",102633,"Vacation",2024-05-26,2024-05-29,4,"Yes"
"LV104902_1",104902,"Bereavement",2024-06-22,2024-06-25,4,"Yes"
"LV107301_1",107301,"Parental Leave",2024-09-17,2024-11-09,54,"No"
"LV100232_1",100232,"Vacation",2025-12-31,2026-01-06,7,"Yes"
"LV106861_1",106861,"Sick Leave",2025-08-29,2025-08-31,3,"Yes"
"LV107882_1",107882,"Vacation",2025-10-27,2025-10-31,5,"Yes"
"LV108055_1",108055,"Medical Leave",2026-01-24,2026-02-24,32,"No"
"LV105869_1",105869,"Sick Leave",2025-02-25,2025-02-27,3,"Yes"
"LV100906_1",100906,"Medical Leave",2023-08-27,2023-09-05,10,"No"
"LV104616_1",104616,"Sick Leave",2020-02-12,2020-02-13,2,"Yes"
"LV102532_1",102532,"Parental Leave",2023-10-10,2023-11-07,29,"No"
"LV102604_1",102604,"Vacation",2023-08-06,2023-08-08,3,"Yes"
"LV101835_1",101835,"Vacation",2016-04-13,2016-04-22,10,"Yes"
"LV108479_1",108479,"Vacation",2015-06-10,2015-06-12,3,"Yes"
"LV108479_2",108479,"Vacation",2020-10-09,2020-10-12,4,"Yes"
"LV104642_1",104642,"Vacation",2019-12-25,2020-01-03,10,"Yes"
"LV100395_1",100395,"Vacation",2022-12-16,2022-12-18,3,"Yes"
"LV100311_1",100311,"Jury Duty",2015-06-13,2015-06-16,4,"Yes"
"LV103094_1",103094,"Sick Leave",2020-06-29,2020-07-03,5,"Yes"
"LV102519_1",102519,"Bereavement",2017-06-08,2017-06-09,2,"Yes"
"LV104931_1",104931,"Sick Leave",2025-04-03,2025-04-07,5,"Yes"
"LV109857_1",109857,"Sick Leave",2025-08-13,2025-08-16,4,"Yes"
"LV103533_1",103533,"Sick Leave",2022-12-21,2022-12-23,3,"Yes"
"LV100852_1",100852,"Medical Leave",2017-06-02,2017-07-07,36,"No"
"LV100852_2",100852,"Vacation",2019-02-03,2019-02-11,9,"Yes"
"LV101604_1",101604,"Sick Leave",2023-11-16,2023-11-16,1,"Yes"
"LV100480_1",100480,"Vacation",2022-07-31,2022-08-06,7,"Yes"
"LV100194_1",100194,"Sick Leave",2022-03-14,2022-03-18,5,"Yes"
"LV109731_1",109731,"Vacation",2024-06-24,2024-07-03,10,"Yes"
"LV100579_1",100579,"Vacation",2020-11-13,2020-11-18,6,"Yes"
"LV107106_1",107106,"Vacation",2017-11-02,2017-11-10,9,"Yes"
"LV107106_2",107106,"Sick Leave",2018-08-21,2018-08-21,1,"Yes"
"LV109019_1",109019,"Vacation",2026-01-09,2026-01-16,8,"Yes"
"LV109508_1",109508,"Vacation",2024-05-31,2024-06-03,4,"Yes"
"LV109098_1",109098,"Sick Leave",2019-06-30,2019-07-03,4,"Yes"
"LV103902_1",103902,"Vacation",2019-04-19,2019-04-26,8,"Yes"
"LV103902_2",103902,"Vacation",2024-07-25,2024-07-31,7,"Yes"
"LV108673_1",108673,"Medical Leave",2018-10-23,2018-11-21,30,"No"
"LV102182_1",102182,"Vacation",2024-01-22,2024-01-28,7,"Yes"
"LV109645_1",109645,"Sick Leave",2025-05-27,2025-05-30,4,"Yes"
"LV104682_1",104682,"Vacation",2021-02-16,2021-02-19,4,"Yes"
"LV105337_1",105337,"Medical Leave",2022-03-05,2022-03-26,22,"No"
"LV105337_2",105337,"Vacation",2025-12-17,2025-12-21,5,"Yes"
"LV107833_1",107833,"Jury Duty",2025-07-16,2025-07-23,8,"Yes"
"LV108141_1",108141,"Sick Leave",2021-04-08,2021-04-09,2,"Yes"
"LV100332_1",100332,"Vacation",2024-01-16,2024-01-25,10,"Yes"
"LV103955_1",103955,"Sick Leave",2025-12-17,2025-12-17,1,"Yes"
"LV103993_1",103993,"Vacation",2023-05-24,2023-05-28,5,"Yes"
"LV104905_1",104905,"Sick Leave",2024-12-13,2024-12-16,4,"Yes"
"LV102023_1",102023,"Jury Duty",2022-07-27,2022-08-03,8,"Yes"
"LV102023_2",102023,"Vacation",2023-10-04,2023-10-06,3,"Yes"
"LV102796_1",102796,"Vacation",2022-12-30,2022-12-31,2,"Yes"
"LV106821_1",106821,"Medical Leave",2023-04-11,2023-05-10,30,"No"
"LV106821_2",106821,"Vacation",2025-09-21,2025-09-24,4,"Yes"
"LV100248_1",100248,"Vacation",2022-12-07,2022-12-14,8,"Yes"
"LV100248_2",100248,"Sick Leave",2024-04-11,2024-04-12,2,"Yes"
"LV108036_1",108036,"Sick Leave",2025-11-12,2025-11-16,5,"Yes"
"LV104791_1",104791,"Sick Leave",2023-04-22,2023-04-26,5,"Yes"
"LV104791_2",104791,"Parental Leave",2025-12-26,2026-02-15,52,"No"
"LV102434_1",102434,"Vacation",2025-10-29,2025-11-06,9,"Yes"
"LV106475_1",106475,"Parental Leave",2024-10-31,2024-12-25,56,"Yes"
"LV103227_1",103227,"Parental Leave",2023-09-15,2023-10-16,32,"Yes"
"LV105862_1",105862,"Jury Duty",2025-01-10,2025-01-12,3,"Yes"
"LV102752_1",102752,"Vacation",2025-05-15,2025-05-21,7,"Yes"
"LV102752_2",102752,"Jury Duty",2025-12-11,2025-12-17,7,"Yes"
"LV107139_1",107139,"Parental Leave",2025-07-29,2025-08-31,34,"Yes"
"LV104666_1",104666,"Sick Leave",2025-08-11,2025-08-12,2,"Yes"
"LV100015_1",100015,"Vacation",2025-11-15,2025-11-23,9,"Yes"
"LV109156_1",109156,"Sick Leave",2025-09-05,2025-09-08,4,"Yes"
"LV103516_1",103516,"Sick Leave",2025-10-28,2025-11-01,5,"Yes"
"LV102486_1",102486,"Vacation",2025-10-22,2025-10-23,2,"Yes"
"LV103832_1",103832,"Vacation",2026-01-01,2026-01-07,7,"Yes"
"LV108182_1",108182,"Sick Leave",2017-06-24,2017-06-27,4,"Yes"
"LV104675_1",104675,"Sick Leave",2019-09-19,2019-09-23,5,"Yes"
"LV100091_1",100091,"Sick Leave",2023-08-17,2023-08-19,3,"Yes"
"LV109742_1",109742,"Medical Leave",2022-06-08,2022-07-12,35,"Yes"
"LV109677_1",109677,"Vacation",2018-12-17,2018-12-19,3,"Yes"
"LV103728_1",103728,"Sick Leave",2017-02-13,2017-02-13,1,"Yes"
"LV104793_1",104793,"Sick Leave",2023-12-24,2023-12-28,5,"Yes"
"LV103311_1",103311,"Jury Duty",2020-12-19,2020-12-20,2,"Yes"
"LV105189_1",105189,"Medical Leave",2017-07-28,2017-08-07,11,"No"
"LV109279_1",109279,"Vacation",2017-10-02,2017-10-08,7,"Yes"
"LV109279_2",109279,"Sick Leave",2023-10-10,2023-10-10,1,"Yes"
"LV107823_1",107823,"Vacation",2016-03-30,2016-04-02,4,"Yes"
"LV101313_1",101313,"Medical Leave",2016-09-27,2016-11-01,36,"Yes"
"LV101313_2",101313,"Sick Leave",2017-07-05,2017-07-06,2,"Yes"
"LV100392_1",100392,"Sick Leave",2015-06-16,2015-06-17,2,"Yes"
"LV100392_2",100392,"Bereavement",2023-12-24,2023-12-27,4,"Yes"
"LV109096_1",109096,"Medical Leave",2023-02-10,2023-02-16,7,"Yes"
"LV105894_1",105894,"Jury Duty",2020-04-23,2020-04-27,5,"Yes"
"LV109683_1",109683,"Bereavement",2019-12-14,2019-12-18,5,"Yes"
"LV109302_1",109302,"Vacation",2024-10-25,2024-10-31,7,"Yes"
"LV109060_1",109060,"Sick Leave",2021-05-27,2021-05-29,3,"Yes"
"LV108188_1",108188,"Vacation",2023-11-15,2023-11-24,10,"Yes"
"LV101967_1",101967,"Vacation",2021-06-12,2021-06-13,2,"Yes"
"LV103876_1",103876,"Jury Duty",2025-11-15,2025-11-19,5,"Yes"
"LV105558_1",105558,"Sick Leave",2022-02-21,2022-02-25,5,"Yes"
"LV109531_1",109531,"Vacation",2025-01-19,2025-01-28,10,"Yes"
"LV107976_1",107976,"Parental Leave",2020-02-16,2020-03-07,21,"No"
"LV107976_2",107976,"Parental Leave",2026-01-23,2026-02-21,30,"Yes"
"LV109528_1",109528,"Vacation",2022-06-11,2022-06-12,2,"Yes"
"LV108798_1",108798,"Sick Leave",2022-04-18,2022-04-20,3,"Yes"
"LV108059_1",108059,"Vacation",2019-04-16,2019-04-21,6,"Yes"
"LV103223_1",103223,"Medical Leave",2020-01-16,2020-02-15,31,"Yes"
"LV101458_1",101458,"Jury Duty",2018-03-25,2018-03-29,5,"Yes"
"LV107249_1",107249,"Sick Leave",2021-10-25,2021-10-29,5,"Yes"
"LV101374_1",101374,"Sick Leave",2021-09-18,2021-09-19,2,"Yes"
"LV105531_1",105531,"Sick Leave",2023-05-11,2023-05-14,4,"Yes"
"LV102670_1",102670,"Bereavement",2019-06-06,2019-06-08,3,"Yes"
"LV102670_2",102670,"Vacation",2020-04-16,2020-04-25,10,"Yes"
"LV101465_1",101465,"Sick Leave",2019-03-15,2019-03-16,2,"Yes"
"LV107868_1",107868,"Bereavement",2020-01-22,2020-01-26,5,"Yes"
"LV109410_1",109410,"Parental Leave",2025-03-15,2025-05-05,52,"No"
"LV109297_1",109297,"Medical Leave",2021-09-20,2021-10-13,24,"No"
"LV109297_2",109297,"Sick Leave",2022-06-05,2022-06-05,1,"Yes"
"LV105701_1",105701,"Sick Leave",2021-02-20,2021-02-22,3,"Yes"
"LV104671_1",104671,"Sick Leave",2020-08-12,2020-08-13,2,"Yes"
"LV104452_1",104452,"Sick Leave",2025-04-06,2025-04-09,4,"Yes"
"LV101199_1",101199,"Vacation",2025-03-03,2025-03-07,5,"Yes"
"LV104647_1",104647,"Medical Leave",2025-05-02,2025-05-29,28,"Yes"
"LV107312_1",107312,"Vacation",2019-08-16,2019-08-20,5,"Yes"
"LV109339_1",109339,"Vacation",2023-02-28,2023-03-04,5,"Yes"
"LV100519_1",100519,"Sick Leave",2025-01-07,2025-01-07,1,"Yes"
"LV101815_1",101815,"Vacation",2019-09-18,2019-09-26,9,"Yes"
"LV100834_1",100834,"Medical Leave",2021-08-18,2021-09-19,33,"No"
"LV100834_2",100834,"Jury Duty",2025-08-28,2025-08-31,4,"Yes"
"LV107361_1",107361,"Vacation",2025-01-12,2025-01-20,9,"Yes"
"LV104417_1",104417,"Sick Leave",2024-01-24,2024-01-27,4,"Yes"
"LV100613_1",100613,"Vacation",2020-10-12,2020-10-21,10,"Yes"
"LV103737_1",103737,"Medical Leave",2025-04-10,2025-04-15,6,"Yes"
"LV107955_1",107955,"Vacation",2025-07-04,2025-07-10,7,"Yes"
"LV109817_1",109817,"Sick Leave",2023-07-30,2023-08-03,5,"Yes"
"LV100828_1",100828,"Bereavement",2025-03-12,2025-03-14,3,"Yes"
"LV107076_1",107076,"Vacation",2021-03-18,2021-03-27,10,"Yes"
"LV106780_1",106780,"Sick Leave",2021-08-29,2021-09-01,4,"Yes"
"LV101579_1",101579,"Sick Leave",2023-03-21,2023-03-21,1,"Yes"
