"ReviewID","EmployeeID","ReviewDate","PerformanceRating","PotentialRating","GoalCompletionPct","MeritIncreasePct","PromotionRecommended"
"R2025_105810",105810,2025-12-31,4,3,86,0.045,"No"
"R2025_102507",102507,2025-12-31,3,2,72,0.011,"No"
"R2025_101327",101327,2025-12-31,4,3,90,0.035,"Yes"
"R2025_104507",104507,2025-12-31,3,3,87,0.025,"No"
"R2025_106082",106082,2025-12-31,4,3,91,0.038,"Yes"
"R2025_104607",104607,2025-12-31,3,3,73,0.027,"No"
"R2025_104055",104055,2025-12-31,3,3,79,0.022,"No"
"R2025_100251",100251,2025-12-31,3,3,79,0.012,"No"
"R2025_100007",100007,2025-12-31,3,3,100,0.013,"No"
"R2025_109785",109785,2025-12-31,3,4,83,0.027,"No"
"R2025_102617",102617,2025-12-31,4,3,86,0.043,"No"
"R2025_105648",105648,2025-12-31,1,3,80,0,"No"
"R2025_109907",109907,2025-12-31,4,3,77,0.047,"No"
"R2025_107455",107455,2025-12-31,4,3,100,0.046,"No"
"R2025_100933",100933,2025-12-31,3,3,99,0.027,"No"
"R2025_103776",103776,2025-12-31,3,3,75,0.014,"No"
"R2025_104565",104565,2025-12-31,3,3,70,0.022,"No"
"R2025_108236",108236,2025-12-31,3,2,100,0.029,"No"
"R2025_106235",106235,2025-12-31,3,4,94,0.011,"No"
"R2025_105641",105641,2025-12-31,3,2,79,0.024,"No"
"R2025_109597",109597,2025-12-31,4,3,78,0.038,"Yes"
"R2025_105571",105571,2025-12-31,4,4,78,0.03,"No"
"R2025_100660",100660,2025-12-31,5,4,82,0.072,"Yes"
"R2025_105396",105396,2025-12-31,4,5,80,0.038,"Yes"
"R2025_102722",102722,2025-12-31,5,2,82,0.08,"No"
"R2025_102276",102276,2025-12-31,5,4,79,0.063,"No"
"R2025_103824",103824,2025-12-31,4,2,86,0.042,"No"
"R2025_105322",105322,2025-12-31,3,3,48,0.028,"No"
"R2025_104201",104201,2025-12-31,3,2,97,0.02,"No"
"R2025_100177",100177,2025-12-31,4,2,79,0.037,"Yes"
"R2025_107723",107723,2025-12-31,4,3,50,0.033,"No"
"R2025_108404",108404,2025-12-31,4,3,69,0.043,"Yes"
"R2025_109441",109441,2025-12-31,3,2,72,0.028,"No"
"R2025_105662",105662,2025-12-31,5,4,88,0.077,"Yes"
"R2025_106721",106721,2025-12-31,3,3,77,0.029,"No"
"R2025_102227",102227,2025-12-31,5,4,67,0.073,"No"
"R2025_102360",102360,2025-12-31,3,3,74,0.021,"No"
"R2025_101415",101415,2025-12-31,4,2,80,0.039,"Yes"
"R2025_107024",107024,2025-12-31,4,2,77,0.037,"No"
"R2025_101320",101320,2025-12-31,3,4,99,0.019,"No"
"R2025_100886",100886,2025-12-31,3,2,69,0.022,"No"
"R2025_105785",105785,2025-12-31,4,4,88,0.049,"No"
"R2025_109898",109898,2025-12-31,2,3,85,0.007,"No"
"R2025_105831",105831,2025-12-31,2,3,69,0.009,"No"
"R2025_106517",106517,2025-12-31,3,3,92,0.027,"No"
"R2025_105740",105740,2025-12-31,3,3,99,0.019,"No"
"R2025_103537",103537,2025-12-31,5,3,85,0.053,"No"
"R2025_106638",106638,2025-12-31,3,4,87,0.013,"No"
"R2025_103520",103520,2025-12-31,5,2,83,0.051,"No"
"R2025_108982",108982,2025-12-31,5,2,91,0.059,"Yes"
"R2025_101403",101403,2025-12-31,2,2,87,0,"No"
"R2025_100183",100183,2025-12-31,3,3,86,0.011,"No"
"R2025_100678",100678,2025-12-31,4,3,92,0.041,"Yes"
"R2025_105052",105052,2025-12-31,4,3,66,0.047,"No"
"R2025_102949",102949,2025-12-31,3,3,82,0.018,"No"
"R2025_102324",102324,2025-12-31,4,2,100,0.045,"No"
"R2025_106391",106391,2025-12-31,3,2,93,0.014,"No"
"R2025_102398",102398,2025-12-31,3,4,99,0.016,"No"
"R2025_101233",101233,2025-12-31,3,4,96,0.012,"No"
"R2025_101257",101257,2025-12-31,5,5,90,0.066,"No"
"R2025_108729",108729,2025-12-31,4,2,95,0.048,"No"
"R2025_102062",102062,2025-12-31,3,3,83,0.027,"No"
"R2025_102682",102682,2025-12-31,3,4,94,0.017,"No"
"R2025_100300",100300,2025-12-31,4,2,63,0.044,"No"
"R2025_105217",105217,2025-12-31,3,3,85,0.023,"No"
"R2025_104484",104484,2025-12-31,3,3,79,0.029,"No"
"R2025_101477",101477,2025-12-31,3,3,79,0.018,"No"
"R2025_107264",107264,2025-12-31,2,3,99,0.002,"No"
"R2025_101176",101176,2025-12-31,4,3,63,0.039,"Yes"
"R2025_106280",106280,2025-12-31,4,4,58,0.031,"Yes"
"R2025_108525",108525,2025-12-31,4,2,100,0.045,"No"
"R2025_105368",105368,2025-12-31,3,4,86,0.014,"No"
"R2025_101080",101080,2025-12-31,2,4,94,0.001,"No"
"R2025_104074",104074,2025-12-31,3,4,70,0.011,"No"
"R2025_101180",101180,2025-12-31,3,4,64,0.01,"No"
"R2025_103092",103092,2025-12-31,3,4,65,0.017,"No"
"R2025_109002",109002,2025-12-31,3,4,92,0.014,"No"
"R2025_103756",103756,2025-12-31,5,4,52,0.076,"No"
"R2025_104653",104653,2025-12-31,2,4,72,0.003,"No"
"R2025_108241",108241,2025-12-31,4,4,84,0.044,"No"
"R2025_101737",101737,2025-12-31,5,4,89,0.063,"Yes"
"R2025_101849",101849,2025-12-31,2,2,92,0.009,"No"
"R2025_102278",102278,2025-12-31,3,2,63,0.012,"No"
"R2025_103201",103201,2025-12-31,2,5,100,0.008,"No"
"R2025_101450",101450,2025-12-31,4,4,80,0.044,"No"
"R2025_100364",100364,2025-12-31,3,4,70,0.016,"No"
"R2025_102110",102110,2025-12-31,4,4,62,0.037,"No"
"R2025_103486",103486,2025-12-31,3,5,100,0.011,"No"
"R2025_106274",106274,2025-12-31,3,4,91,0.019,"No"
"R2025_105330",105330,2025-12-31,4,1,99,0.035,"No"
"R2025_101846",101846,2025-12-31,2,3,79,0.003,"No"
"R2025_109587",109587,2025-12-31,4,3,79,0.036,"Yes"
"R2025_105202",105202,2025-12-31,3,3,81,0.03,"No"
"R2025_103808",103808,2025-12-31,3,3,85,0.024,"No"
"R2025_102168",102168,2025-12-31,4,2,52,0.033,"No"
"R2025_101890",101890,2025-12-31,2,3,88,0.005,"No"
"R2025_104122",104122,2025-12-31,3,3,93,0.011,"No"
"R2025_101869",101869,2025-12-31,3,1,68,0.029,"No"
"R2025_106218",106218,2025-12-31,2,2,66,0.009,"No"
"R2025_106281",106281,2025-12-31,3,3,85,0.011,"No"
"R2025_105802",105802,2025-12-31,4,3,75,0.04,"No"
"R2025_103087",103087,2025-12-31,3,3,83,0.014,"No"
"R2025_106487",106487,2025-12-31,4,5,87,0.036,"No"
"R2025_103682",103682,2025-12-31,4,4,80,0.037,"Yes"
"R2025_107010",107010,2025-12-31,2,3,78,0.01,"No"
"R2025_104321",104321,2025-12-31,3,3,65,0.014,"No"
"R2025_109465",109465,2025-12-31,2,4,63,0.007,"No"
"R2025_101695",101695,2025-12-31,3,4,62,0.011,"No"
"R2025_105487",105487,2025-12-31,3,3,85,0.029,"No"
"R2025_101704",101704,2025-12-31,3,4,82,0.029,"No"
"R2025_100117",100117,2025-12-31,3,2,83,0.02,"No"
"R2025_104444",104444,2025-12-31,4,3,100,0.047,"Yes"
"R2025_104656",104656,2025-12-31,4,4,100,0.041,"No"
"R2025_104233",104233,2025-12-31,4,3,99,0.049,"No"
"R2025_104537",104537,2025-12-31,4,3,36,0.042,"Yes"
"R2025_103062",103062,2025-12-31,4,3,68,0.043,"No"
"R2025_106679",106679,2025-12-31,4,3,100,0.035,"Yes"
"R2025_102913",102913,2025-12-31,4,4,59,0.036,"No"
"R2025_109138",109138,2025-12-31,3,4,100,0.015,"No"
"R2025_103219",103219,2025-12-31,3,3,67,0.023,"No"
"R2025_105566",105566,2025-12-31,2,3,87,0.002,"No"
"R2025_109323",109323,2025-12-31,4,4,60,0.041,"Yes"
"R2025_102958",102958,2025-12-31,4,4,100,0.035,"No"
"R2025_109871",109871,2025-12-31,2,2,89,0.009,"No"
"R2025_101858",101858,2025-12-31,3,2,78,0.026,"No"
"R2025_103974",103974,2025-12-31,4,1,56,0.043,"No"
"R2025_104930",104930,2025-12-31,2,3,83,0.007,"No"
"R2025_100298",100298,2025-12-31,3,3,92,0.02,"No"
"R2025_105301",105301,2025-12-31,5,3,87,0.078,"No"
"R2025_102996",102996,2025-12-31,3,3,73,0.02,"No"
"R2025_109004",109004,2025-12-31,2,3,81,0.003,"No"
"R2025_108179",108179,2025-12-31,4,2,100,0.042,"No"
"R2025_100440",100440,2025-12-31,4,3,72,0.044,"No"
"R2025_108429",108429,2025-12-31,3,4,68,0.02,"No"
"R2025_105334",105334,2025-12-31,4,2,77,0.036,"Yes"
"R2025_105998",105998,2025-12-31,4,4,92,0.047,"No"
"R2025_107657",107657,2025-12-31,4,3,100,0.038,"Yes"
"R2025_103740",103740,2025-12-31,4,2,75,0.038,"Yes"
"R2025_103203",103203,2025-12-31,2,3,78,0.007,"No"
"R2025_108470",108470,2025-12-31,2,4,95,0,"No"
"R2025_100915",100915,2025-12-31,4,3,64,0.035,"No"
"R2025_107888",107888,2025-12-31,2,3,75,0.002,"No"
"R2025_106332",106332,2025-12-31,3,4,93,0.012,"No"
"R2025_109045",109045,2025-12-31,5,3,100,0.056,"No"
"R2025_107961",107961,2025-12-31,5,2,94,0.071,"No"
"R2025_102009",102009,2025-12-31,4,4,42,0.033,"No"
"R2025_107816",107816,2025-12-31,3,4,74,0.025,"No"
"R2025_106839",106839,2025-12-31,3,1,91,0.017,"No"
"R2025_106451",106451,2025-12-31,3,4,95,0.027,"No"
"R2025_100142",100142,2025-12-31,3,3,78,0.019,"No"
"R2025_104105",104105,2025-12-31,4,3,74,0.038,"No"
"R2025_105208",105208,2025-12-31,2,4,86,0.003,"No"
"R2025_105934",105934,2025-12-31,3,3,96,0.023,"No"
"R2025_103058",103058,2025-12-31,2,3,99,0,"No"
"R2025_109839",109839,2025-12-31,4,4,62,0.048,"No"
"R2025_102500",102500,2025-12-31,3,4,90,0.011,"No"
"R2025_109996",109996,2025-12-31,3,4,76,0.015,"No"
"R2025_108998",108998,2025-12-31,4,3,60,0.047,"No"
"R2025_105567",105567,2025-12-31,4,3,63,0.043,"Yes"
"R2025_109902",109902,2025-12-31,4,3,58,0.035,"No"
"R2025_104570",104570,2025-12-31,4,3,95,0.031,"No"
"R2025_101039",101039,2025-12-31,2,4,82,0.001,"No"
"R2025_102389",102389,2025-12-31,4,3,100,0.034,"No"
"R2025_102679",102679,2025-12-31,3,3,100,0.025,"No"
"R2025_103683",103683,2025-12-31,4,4,92,0.031,"No"
"R2025_106275",106275,2025-12-31,3,2,71,0.027,"No"
"R2025_102231",102231,2025-12-31,3,4,77,0.011,"No"
"R2025_107270",107270,2025-12-31,3,4,54,0.023,"No"
"R2025_101609",101609,2025-12-31,3,2,94,0.02,"No"
"R2025_105029",105029,2025-12-31,4,2,87,0.036,"No"
"R2025_101328",101328,2025-12-31,4,2,68,0.045,"No"
"R2025_102376",102376,2025-12-31,4,5,67,0.03,"No"
"R2025_109187",109187,2025-12-31,2,3,88,0.007,"No"
"R2025_107146",107146,2025-12-31,4,3,71,0.04,"No"
"R2025_108246",108246,2025-12-31,3,4,94,0.028,"No"
"R2025_107703",107703,2025-12-31,3,2,81,0.022,"No"
"R2025_105777",105777,2025-12-31,3,4,90,0.023,"No"
"R2025_100270",100270,2025-12-31,3,4,81,0.019,"No"
"R2025_108211",108211,2025-12-31,5,4,59,0.075,"No"
"R2025_108033",108033,2025-12-31,3,2,65,0.023,"No"
"R2025_109519",109519,2025-12-31,3,4,90,0.021,"No"
"R2025_109467",109467,2025-12-31,3,3,70,0.02,"No"
"R2025_105827",105827,2025-12-31,4,3,100,0.047,"No"
"R2025_100376",100376,2025-12-31,4,2,80,0.035,"No"
"R2025_104877",104877,2025-12-31,2,5,88,0.003,"No"
"R2025_107899",107899,2025-12-31,4,3,72,0.05,"Yes"
"R2025_103306",103306,2025-12-31,4,3,100,0.046,"No"
"R2025_105021",105021,2025-12-31,3,4,88,0.013,"No"
"R2025_100493",100493,2025-12-31,3,3,68,0.02,"No"
"R2025_105264",105264,2025-12-31,3,2,100,0.016,"No"
"R2025_105928",105928,2025-12-31,4,3,86,0.034,"No"
"R2025_103275",103275,2025-12-31,4,4,91,0.043,"No"
"R2025_108026",108026,2025-12-31,3,4,71,0.017,"No"
"R2025_103129",103129,2025-12-31,2,3,96,0.007,"No"
"R2025_104836",104836,2025-12-31,4,4,92,0.044,"Yes"
"R2025_107412",107412,2025-12-31,3,4,64,0.017,"No"
"R2025_105065",105065,2025-12-31,4,4,64,0.042,"Yes"
"R2025_107172",107172,2025-12-31,3,1,59,0.014,"No"
"R2025_102902",102902,2025-12-31,3,3,73,0.021,"No"
"R2025_108812",108812,2025-12-31,4,4,85,0.04,"No"
"R2025_104622",104622,2025-12-31,3,3,84,0.016,"No"
"R2025_106761",106761,2025-12-31,4,4,100,0.03,"Yes"
"R2025_109454",109454,2025-12-31,4,3,53,0.039,"Yes"
"R2025_105477",105477,2025-12-31,2,4,100,0.008,"No"
"R2025_108307",108307,2025-12-31,5,4,80,0.068,"No"
"R2025_102776",102776,2025-12-31,3,4,100,0.016,"No"
"R2025_102952",102952,2025-12-31,4,4,83,0.035,"No"
"R2025_100061",100061,2025-12-31,3,4,87,0.015,"No"
"R2025_108590",108590,2025-12-31,3,4,83,0.023,"No"
"R2025_100162",100162,2025-12-31,4,5,74,0.042,"No"
"R2025_101696",101696,2025-12-31,3,3,72,0.019,"No"
"R2025_103168",103168,2025-12-31,3,3,100,0.024,"No"
"R2025_103220",103220,2025-12-31,4,3,87,0.041,"No"
"R2025_106589",106589,2025-12-31,2,4,91,0,"No"
"R2025_103969",103969,2025-12-31,3,2,77,0.013,"No"
"R2025_106510",106510,2025-12-31,5,4,77,0.061,"Yes"
"R2025_109048",109048,2025-12-31,3,3,55,0.021,"No"
"R2025_104945",104945,2025-12-31,3,3,60,0.015,"No"
"R2025_104311",104311,2025-12-31,4,2,100,0.04,"Yes"
"R2025_108483",108483,2025-12-31,5,2,75,0.067,"Yes"
"R2025_102675",102675,2025-12-31,3,4,67,0.027,"No"
"R2025_108472",108472,2025-12-31,3,3,87,0.018,"No"
"R2025_105906",105906,2025-12-31,4,3,95,0.034,"Yes"
"R2025_103811",103811,2025-12-31,4,3,85,0.047,"No"
"R2025_109894",109894,2025-12-31,4,3,85,0.036,"No"
"R2025_104884",104884,2025-12-31,4,3,71,0.047,"No"
"R2025_102645",102645,2025-12-31,3,3,58,0.019,"No"
"R2025_100524",100524,2025-12-31,4,5,89,0.033,"No"
"R2025_101782",101782,2025-12-31,4,4,71,0.05,"No"
"R2025_101230",101230,2025-12-31,4,4,97,0.047,"No"
"R2025_108634",108634,2025-12-31,4,3,76,0.033,"Yes"
"R2025_100627",100627,2025-12-31,2,4,96,0.001,"No"
"R2025_102170",102170,2025-12-31,2,2,75,0.009,"No"
"R2025_109406",109406,2025-12-31,2,4,71,0.005,"No"
"R2025_100160",100160,2025-12-31,5,5,88,0.07,"No"
"R2025_101128",101128,2025-12-31,4,5,74,0.039,"Yes"
"R2025_105237",105237,2025-12-31,4,4,100,0.046,"No"
"R2025_104870",104870,2025-12-31,4,4,60,0.042,"No"
"R2025_102914",102914,2025-12-31,5,4,88,0.062,"No"
"R2025_105748",105748,2025-12-31,2,3,91,0.002,"No"
"R2025_102563",102563,2025-12-31,3,2,86,0.019,"No"
"R2025_105655",105655,2025-12-31,2,4,85,0.002,"No"
"R2025_102258",102258,2025-12-31,4,3,95,0.032,"No"
"R2025_104614",104614,2025-12-31,2,3,85,0.001,"No"
"R2025_105838",105838,2025-12-31,3,3,96,0.016,"No"
"R2025_106694",106694,2025-12-31,5,4,93,0.065,"Yes"
"R2025_109371",109371,2025-12-31,3,5,100,0.013,"No"
"R2025_108843",108843,2025-12-31,5,3,100,0.054,"No"
"R2025_101032",101032,2025-12-31,4,2,63,0.037,"No"
"R2025_109136",109136,2025-12-31,3,3,77,0.024,"No"
"R2025_103359",103359,2025-12-31,4,4,95,0.034,"No"
"R2025_109620",109620,2025-12-31,2,2,96,0.009,"No"
"R2025_107388",107388,2025-12-31,3,4,60,0.014,"No"
"R2025_104468",104468,2025-12-31,2,3,92,0.003,"No"
"R2025_101015",101015,2025-12-31,3,4,79,0.016,"No"
"R2025_102442",102442,2025-12-31,2,3,87,0.003,"No"
"R2025_108170",108170,2025-12-31,3,3,100,0.013,"No"
"R2025_107421",107421,2025-12-31,5,4,100,0.054,"No"
"R2025_100547",100547,2025-12-31,4,4,93,0.049,"Yes"
"R2025_100459",100459,2025-12-31,4,3,100,0.042,"No"
"R2025_103651",103651,2025-12-31,4,4,94,0.046,"No"
"R2025_107274",107274,2025-12-31,4,3,43,0.034,"No"
"R2025_109466",109466,2025-12-31,4,3,75,0.032,"No"
"R2025_107178",107178,2025-12-31,3,4,100,0.024,"No"
"R2025_103056",103056,2025-12-31,3,3,81,0.014,"No"
"R2025_103041",103041,2025-12-31,4,4,68,0.04,"No"
"R2025_103455",103455,2025-12-31,2,3,100,0,"No"
"R2025_102936",102936,2025-12-31,1,2,70,0,"No"
"R2025_101820",101820,2025-12-31,4,3,100,0.036,"No"
"R2025_105277",105277,2025-12-31,3,3,85,0.011,"No"
"R2025_105154",105154,2025-12-31,3,5,100,0.016,"No"
"R2025_103577",103577,2025-12-31,3,3,99,0.027,"No"
"R2025_108185",108185,2025-12-31,4,2,92,0.035,"No"
"R2025_101492",101492,2025-12-31,4,1,96,0.049,"Yes"
"R2025_102314",102314,2025-12-31,4,5,76,0.034,"No"
"R2025_100667",100667,2025-12-31,2,4,81,0.002,"No"
"R2025_109951",109951,2025-12-31,4,4,97,0.037,"No"
"R2025_102635",102635,2025-12-31,5,4,100,0.054,"No"
"R2025_108658",108658,2025-12-31,3,2,87,0.029,"No"
"R2025_108035",108035,2025-12-31,3,3,100,0.027,"No"
"R2025_108521",108521,2025-12-31,3,2,100,0.022,"No"
"R2025_102054",102054,2025-12-31,5,2,100,0.06,"No"
"R2025_107739",107739,2025-12-31,2,4,100,0.003,"No"
"R2025_107563",107563,2025-12-31,3,5,96,0.025,"No"
"R2025_104964",104964,2025-12-31,4,4,87,0.045,"No"
"R2025_104332",104332,2025-12-31,4,2,79,0.038,"Yes"
"R2025_108655",108655,2025-12-31,4,2,73,0.036,"No"
"R2025_101719",101719,2025-12-31,4,3,100,0.033,"No"
"R2025_103082",103082,2025-12-31,3,3,88,0.021,"No"
"R2025_102446",102446,2025-12-31,3,4,85,0.014,"No"
"R2025_108739",108739,2025-12-31,4,3,98,0.04,"No"
"R2025_101562",101562,2025-12-31,3,4,72,0.013,"No"
"R2025_100990",100990,2025-12-31,3,3,74,0.025,"No"
"R2025_103768",103768,2025-12-31,5,2,69,0.055,"No"
"R2025_105953",105953,2025-12-31,3,3,100,0.027,"No"
"R2025_105694",105694,2025-12-31,3,4,92,0.029,"No"
"R2025_107635",107635,2025-12-31,4,5,71,0.045,"No"
"R2025_107956",107956,2025-12-31,4,2,92,0.034,"No"
"R2025_103702",103702,2025-12-31,4,3,80,0.048,"Yes"
"R2025_104279",104279,2025-12-31,3,3,79,0.029,"No"
"R2025_104700",104700,2025-12-31,4,2,100,0.031,"No"
"R2025_106716",106716,2025-12-31,4,3,89,0.046,"No"
"R2025_104790",104790,2025-12-31,3,3,85,0.014,"No"
"R2025_104554",104554,2025-12-31,5,2,100,0.063,"No"
"R2025_106658",106658,2025-12-31,4,3,68,0.036,"No"
"R2025_101049",101049,2025-12-31,3,4,68,0.028,"No"
"R2025_103944",103944,2025-12-31,3,3,79,0.026,"No"
"R2025_106269",106269,2025-12-31,3,4,95,0.03,"No"
"R2025_109795",109795,2025-12-31,5,4,72,0.053,"Yes"
"R2025_101945",101945,2025-12-31,4,3,80,0.037,"No"
"R2025_106067",106067,2025-12-31,3,3,83,0.016,"No"
"R2025_109087",109087,2025-12-31,4,2,100,0.046,"No"
"R2025_108867",108867,2025-12-31,3,5,75,0.012,"No"
"R2025_107310",107310,2025-12-31,2,3,100,0.002,"No"
"R2025_106486",106486,2025-12-31,3,3,81,0.01,"No"
"R2025_109076",109076,2025-12-31,4,5,100,0.05,"No"
"R2025_109396",109396,2025-12-31,3,4,90,0.021,"No"
"R2025_100146",100146,2025-12-31,3,4,84,0.028,"No"
"R2025_106306",106306,2025-12-31,3,4,65,0.029,"No"
"R2025_105310",105310,2025-12-31,4,3,94,0.039,"Yes"
"R2025_101942",101942,2025-12-31,3,4,95,0.017,"No"
"R2025_105572",105572,2025-12-31,4,3,76,0.043,"No"
"R2025_100448",100448,2025-12-31,3,4,87,0.028,"No"
"R2025_108161",108161,2025-12-31,3,5,100,0.019,"No"
"R2025_108572",108572,2025-12-31,4,3,83,0.035,"Yes"
"R2025_100880",100880,2025-12-31,4,2,100,0.039,"No"
"R2025_108875",108875,2025-12-31,4,4,100,0.036,"No"
"R2025_107669",107669,2025-12-31,3,4,48,0.026,"No"
"R2025_108864",108864,2025-12-31,4,2,91,0.036,"No"
"R2025_100919",100919,2025-12-31,2,3,69,0.009,"No"
"R2025_100215",100215,2025-12-31,4,3,96,0.048,"No"
"R2025_101011",101011,2025-12-31,3,3,100,0.016,"No"
"R2025_100202",100202,2025-12-31,2,5,100,0.003,"No"
"R2025_109548",109548,2025-12-31,3,2,100,0.021,"No"
"R2025_108755",108755,2025-12-31,4,4,100,0.05,"Yes"
"R2025_106915",106915,2025-12-31,3,3,82,0.016,"No"
"R2025_106662",106662,2025-12-31,3,3,100,0.029,"No"
"R2025_103972",103972,2025-12-31,3,3,93,0.027,"No"
"R2025_105758",105758,2025-12-31,4,4,77,0.037,"No"
"R2025_109073",109073,2025-12-31,3,4,74,0.015,"No"
"R2025_107341",107341,2025-12-31,4,4,83,0.039,"Yes"
"R2025_103091",103091,2025-12-31,4,5,71,0.042,"Yes"
"R2025_109692",109692,2025-12-31,3,4,90,0.012,"No"
"R2025_105685",105685,2025-12-31,4,3,86,0.04,"Yes"
"R2025_100626",100626,2025-12-31,3,3,73,0.023,"No"
"R2025_107213",107213,2025-12-31,3,3,82,0.01,"No"
"R2025_106249",106249,2025-12-31,3,4,87,0.029,"No"
"R2025_107079",107079,2025-12-31,3,3,97,0.029,"No"
"R2025_104129",104129,2025-12-31,3,4,78,0.029,"No"
"R2025_105556",105556,2025-12-31,3,3,67,0.014,"No"
"R2025_107689",107689,2025-12-31,3,3,84,0.021,"No"
"R2025_106194",106194,2025-12-31,4,3,54,0.044,"No"
"R2025_107935",107935,2025-12-31,2,3,99,0.008,"No"
"R2025_104479",104479,2025-12-31,4,4,100,0.046,"No"
"R2025_104644",104644,2025-12-31,4,4,94,0.045,"No"
"R2025_102261",102261,2025-12-31,3,3,71,0.013,"No"
"R2025_100137",100137,2025-12-31,3,3,94,0.025,"No"
"R2025_107402",107402,2025-12-31,4,4,96,0.05,"No"
"R2025_103801",103801,2025-12-31,4,4,68,0.039,"Yes"
"R2025_108229",108229,2025-12-31,4,3,88,0.032,"No"
"R2025_106098",106098,2025-12-31,4,3,100,0.049,"No"
"R2025_107803",107803,2025-12-31,3,2,73,0.018,"No"
"R2025_100791",100791,2025-12-31,4,3,63,0.047,"No"
"R2025_108293",108293,2025-12-31,3,3,100,0.019,"No"
"R2025_109010",109010,2025-12-31,3,5,67,0.011,"No"
"R2025_101730",101730,2025-12-31,3,2,100,0.015,"No"
"R2025_101107",101107,2025-12-31,3,4,100,0.022,"No"
"R2025_101276",101276,2025-12-31,3,4,53,0.014,"No"
"R2025_107467",107467,2025-12-31,4,2,85,0.046,"No"
"R2025_104926",104926,2025-12-31,3,3,100,0.017,"No"
"R2025_105411",105411,2025-12-31,2,3,75,0.003,"No"
"R2025_109431",109431,2025-12-31,4,3,85,0.046,"No"
"R2025_106407",106407,2025-12-31,4,4,100,0.033,"Yes"
"R2025_106009",106009,2025-12-31,2,2,100,0.005,"No"
"R2025_100931",100931,2025-12-31,4,4,100,0.05,"No"
"R2025_109418",109418,2025-12-31,2,3,100,0.006,"No"
"R2025_105557",105557,2025-12-31,5,2,71,0.051,"No"
"R2025_106519",106519,2025-12-31,3,5,47,0.02,"No"
"R2025_103049",103049,2025-12-31,5,3,78,0.057,"No"
"R2025_106884",106884,2025-12-31,4,3,90,0.035,"No"
"R2025_107678",107678,2025-12-31,2,3,82,0.004,"No"
"R2025_102758",102758,2025-12-31,4,3,94,0.043,"Yes"
"R2025_102707",102707,2025-12-31,3,4,72,0.029,"No"
"R2025_106726",106726,2025-12-31,5,3,77,0.078,"Yes"
"R2025_109282",109282,2025-12-31,1,3,100,0,"No"
"R2025_108977",108977,2025-12-31,3,3,81,0.017,"No"
"R2025_109168",109168,2025-12-31,4,3,76,0.043,"No"
"R2025_109462",109462,2025-12-31,4,2,78,0.031,"Yes"
"R2025_107755",107755,2025-12-31,4,3,97,0.047,"No"
"R2025_106620",106620,2025-12-31,3,3,61,0.024,"No"
"R2025_108252",108252,2025-12-31,4,2,83,0.03,"No"
"R2025_108492",108492,2025-12-31,3,5,83,0.012,"No"
"R2025_109314",109314,2025-12-31,3,4,80,0.022,"No"
"R2025_104503",104503,2025-12-31,3,3,87,0.018,"No"
"R2025_107082",107082,2025-12-31,3,4,87,0.026,"No"
"R2025_109270",109270,2025-12-31,3,2,89,0.014,"No"
"R2025_100267",100267,2025-12-31,2,3,60,0.001,"No"
"R2025_107337",107337,2025-12-31,2,4,93,0.003,"No"
"R2025_101803",101803,2025-12-31,4,3,91,0.048,"No"
"R2025_109233",109233,2025-12-31,3,3,47,0.025,"No"
"R2025_106557",106557,2025-12-31,4,3,77,0.05,"Yes"
"R2025_105020",105020,2025-12-31,3,2,91,0.024,"No"
"R2025_104231",104231,2025-12-31,3,3,81,0.014,"No"
"R2025_106373",106373,2025-12-31,4,3,75,0.046,"No"
"R2025_107477",107477,2025-12-31,4,4,73,0.044,"Yes"
"R2025_105635",105635,2025-12-31,4,2,73,0.049,"No"
"R2025_103804",103804,2025-12-31,3,4,97,0.019,"No"
"R2025_105384",105384,2025-12-31,4,2,93,0.044,"No"
"R2025_102370",102370,2025-12-31,2,4,70,0.007,"No"
"R2025_102323",102323,2025-12-31,4,2,100,0.034,"No"
"R2025_100452",100452,2025-12-31,3,4,75,0.018,"No"
"R2025_102332",102332,2025-12-31,3,4,83,0.012,"No"
"R2025_106166",106166,2025-12-31,4,3,100,0.048,"Yes"
"R2025_103309",103309,2025-12-31,3,4,89,0.029,"No"
"R2025_105370",105370,2025-12-31,2,3,97,0.008,"No"
"R2025_108963",108963,2025-12-31,4,2,99,0.032,"No"
"R2025_101892",101892,2025-12-31,3,2,76,0.022,"No"
"R2025_109357",109357,2025-12-31,3,2,95,0.024,"No"
"R2025_105936",105936,2025-12-31,3,3,55,0.024,"No"
"R2025_107814",107814,2025-12-31,3,2,50,0.027,"No"
"R2025_109970",109970,2025-12-31,3,3,90,0.018,"No"
"R2025_107627",107627,2025-12-31,2,2,83,0.009,"No"
"R2025_104394",104394,2025-12-31,4,4,68,0.036,"No"
"R2025_109592",109592,2025-12-31,4,3,84,0.043,"Yes"
"R2025_106812",106812,2025-12-31,4,3,80,0.048,"No"
"R2025_109196",109196,2025-12-31,3,3,91,0.014,"No"
"R2025_108920",108920,2025-12-31,4,2,100,0.041,"No"
"R2025_101673",101673,2025-12-31,3,4,98,0.025,"No"
"R2025_107852",107852,2025-12-31,3,1,77,0.017,"No"
"R2025_105680",105680,2025-12-31,4,5,76,0.04,"Yes"
"R2025_109598",109598,2025-12-31,4,3,88,0.036,"Yes"
"R2025_101932",101932,2025-12-31,3,2,62,0.025,"No"
